fighter_id,fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birth_month,birth_day,birth_year,bouts,wins,losses,draw_nc,winning_pct,strike_throughput,offense_vol,brawler_rating
563,Logan Clark,74.0,185.0,75.8264443509539,Orthodox,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1,2.0,16.0,1985.0,1,1,0,0,1.0,3.6900000000000004,3.8959829059829065,14.003226806451613
565,Laverne Clark,71.0,170.0,72.80568188656306,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1973.0,4,3,1,0,0.75,0.0,0.0,
566,Devin Clark,72.0,205.0,75.0,Orthodox,3.33,57.0,2.43,48.0,2.7,36.0,76.0,0.1,4.0,12.0,1990.0,11,6,5,0,0.5454545454545454,5.76,5.999316239316239,2.2333343333333335
567,Jessica-Rose Clark,65.0,125.0,64.0,Orthodox,4.68,51.0,3.98,60.0,1.01,55.0,73.0,0.4,11.0,28.0,1987.0,5,3,2,0,0.6,8.66,8.78051282051282,8.974258425742574
568,Heather Clark,66.0,115.0,64.0,Orthodox,3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3,9.0,19.0,1980.0,3,1,2,0,0.3333333333333333,9.31,9.363846153846154,28.512122212121213
570,Rich Clementi,69.0,155.0,72.0,Southpaw,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1,3.0,31.0,1976.0,10,5,5,0,0.5,3.7199999999999998,3.961025641025641,3.2627916976744187
571,Chris Clements,70.0,170.0,70.0,Orthodox,3.2,49.0,2.37,44.0,0.0,0.0,32.0,0.3,2.0,9.0,1976.0,5,2,2,1,0.4,5.57,5.595641025641026,inf
572,Mitch Clarke,70.0,155.0,73.0,Orthodox,2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4,11.0,24.0,1985.0,7,2,5,0,0.2857142857142857,5.62,5.708888888888889,9.181251
575,Josh Clopton,66.0,145.0,67.77107777924502,Orthodox,1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0,7.0,11.0,1981.0,2,0,2,0,0.0,4.470000000000001,4.640940170940172,2.2350010000000005
581,John Cofer,69.0,155.0,70.70398317075217,Southpaw,2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0,4.0,29.0,1984.0,2,0,2,0,0.0,6.16,6.264273504273504,5.049181327868853
582,Felipe Colares,68.0,135.0,69.0,Orthodox,1.13,42.0,3.0,32.0,2.0,25.0,34.0,1.0,3.0,31.0,1994.0,3,1,2,0,0.3333333333333333,4.13,4.386410256410256,3.065001
589,Mark Coleman,73.0,205.0,75.0,Orthodox,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,12.0,20.0,1964.0,12,7,5,0,0.5833333333333334,4.5,4.9008547008547,1.9568133393316194
590,Clay Collard,71.0,145.0,73.0,Orthodox,4.22,32.0,5.0,50.0,2.81,39.0,71.0,0.5,3.0,10.0,1993.0,4,1,3,0,0.25,9.219999999999999,9.50290598290598,3.7811397900355868
592,Jake Collier,75.0,230.0,78.0,Orthodox,4.92,41.0,4.09,53.0,0.57,23.0,67.0,0.4,10.0,25.0,1988.0,8,4,4,0,0.5,9.01,9.092905982905982,16.20701854385965
593,Christian Colombo,77.0,265.0,79.98934876283258,Orthodox,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,7.0,1.0,1980.0,3,0,2,1,0.0,6.779999999999999,6.779999999999999,inf
594,Wes Combs,74.0,205.0,76.17787264248862,Orthodox,2.14,48.0,4.73,45.0,0.0,0.0,0.0,0.0,6.0,18.0,1973.0,2,0,2,0,0.0,6.870000000000001,6.870000000000001,inf
595,Carlos Condit,74.0,170.0,75.0,Orthodox,3.63,39.0,2.49,56.0,0.62,54.0,39.0,1.0,4.0,26.0,1984.0,18,9,9,0,0.5,6.12,6.258461538461538,10.870968741935483
596,Montserrat Conejo,60.0,115.0,61.0,Southpaw,1.0,36.0,2.07,52.0,4.0,80.0,0.0,2.0,2.0,3.0,1993.0,1,1,0,0,1.0,3.07,3.5828205128205126,2.767501
598,Tristan Connelly,70.0,170.0,68.0,Orthodox,4.27,51.0,2.13,57.0,0.0,0.0,60.0,1.0,12.0,12.0,1985.0,1,1,0,0,1.0,6.3999999999999995,6.485470085470085,inf
611,Amanda Cooper,63.0,115.0,64.0,Switch,3.55,44.0,3.2,51.0,1.53,38.0,28.0,1.8,10.0,22.0,1991.0,6,2,4,0,0.3333333333333333,6.75,7.034615384615385,6.211765705882353
612,Kit Cope,72.0,170.0,73.72474563514301,Orthodox,1.18,52.0,2.12,35.0,0.0,0.0,50.0,3.5,3.0,17.0,1977.0,1,0,1,0,0.0,3.3,3.599145299145299,inf
613,Josh Copeland,73.0,265.0,76.31309376851286,Orthodox,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,10.0,20.0,1982.0,2,0,2,0,0.0,4.04,4.04,inf
614,Akira Corassani,68.0,145.0,68.0,Orthodox,3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0,8.0,27.0,1982.0,6,3,3,0,0.5,8.16,8.21982905982906,11.657143857142858
615,Chris Cope,72.0,170.0,72.0,Orthodox,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,3.0,5.0,1983.0,3,1,2,0,0.3333333333333333,8.780000000000001,8.780000000000001,inf
617,Daniel Cormier,71.0,235.0,72.0,Orthodox,4.25,52.0,2.92,54.0,1.83,44.0,80.0,0.4,3.0,20.0,1979.0,15,11,3,1,0.7333333333333333,7.17,7.360598290598291,4.318033786885246
619,Wesley Correira,75.0,260.0,78.06336419278904,Orthodox,2.6,36.0,8.8,40.0,0.0,0.0,90.0,0.0,11.0,11.0,1978.0,4,2,2,0,0.5,11.4,11.4,inf
621,Bethe Correia,65.0,135.0,64.0,Orthodox,4.39,44.0,4.56,58.0,0.44,20.0,84.0,0.0,6.0,22.0,1983.0,11,5,5,1,0.45454545454545453,8.95,8.987606837606837,20.34091009090909
623,Louis Cosce,69.0,170.0,71.0,Orthodox,8.22,48.0,9.3,48.0,1.07,11.0,0.0,0.0,8.0,27.0,1995.0,1,0,1,0,0.0,17.520000000000003,17.611452991452996,16.373832775700937
624,Tracy Cortez,65.0,135.0,65.0,Orthodox,3.67,53.0,1.98,62.0,3.0,42.0,85.0,0.0,12.0,10.0,1993.0,2,2,0,0,1.0,5.65,5.906410256410257,1.8833343333333334
629,Randy Costa,69.0,135.0,73.0,Switch,7.88,47.0,5.26,58.0,0.0,0.0,100.0,0.0,7.0,6.0,1994.0,3,2,1,0,0.6666666666666666,13.14,13.14,inf
630,Paulo Costa,73.0,185.0,72.0,Orthodox,7.03,57.0,6.7,50.0,0.0,0.0,80.0,0.0,4.0,21.0,1991.0,6,5,1,0,0.8333333333333334,13.73,13.73,inf
632,Patrick Cote,71.0,170.0,75.0,Orthodox,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,2.0,29.0,1980.0,21,10,11,0,0.47619047619047616,6.02,6.0952136752136745,9.052942176470586
633,JC Cottrell,69.0,155.0,70.70398317075217,Orthodox,0.79,25.0,2.75,45.0,0.79,100.0,50.0,0.0,11.0,4.0,1989.0,2,0,2,0,0.0,3.54,3.6075213675213678,4.481013658227848
634,Rashad Coulter,71.0,205.0,76.0,Orthodox,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,11.0,27.0,1981.0,4,1,3,0,0.25,11.5,11.5,inf
638,Ryan Couture,70.0,155.0,73.0,Orthodox,3.54,45.0,2.87,54.0,1.55,29.0,46.0,1.3,8.0,27.0,1982.0,2,0,2,0,0.0,6.41,6.653589743589744,5.435484870967742
640,Colby Covington,71.0,170.0,72.0,Orthodox,4.12,38.0,2.86,55.0,4.61,50.0,75.0,0.1,2.0,22.0,1988.0,13,11,2,0,0.8461538461538461,6.98,7.382564102564103,1.6141007830802603
641,Jeff Cox,70.0,155.0,71.6230469193321,Orthodox,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,8.0,2.0,1968.0,2,0,2,0,0.0,2.25,2.6115384615384616,0.5319158936170213
642,Nathan Coy,70.0,170.0,69.0,Southpaw,3.88,52.0,2.4,61.0,3.17,47.0,50.0,0.0,7.0,24.0,1978.0,3,1,2,0,0.3333333333333333,6.279999999999999,6.55094017094017,1.9810735552050471
643,Andrew Craig,73.0,170.0,76.0,Orthodox,2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0,1.0,15.0,1986.0,7,3,4,0,0.42857142857142855,5.4,5.4452991452991455,10.188680245283019
644,Paul Craig,75.0,205.0,76.0,Orthodox,2.4,49.0,2.43,49.0,2.11,26.0,55.0,1.5,11.0,27.0,1987.0,11,6,4,1,0.5454545454545454,4.83,5.138547008547009,3.789100526066351
645,Dan Cramer,74.0,170.0,75.56287313230287,Orthodox,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,10.0,31.0,1985.0,2,1,1,0,0.5,3.0700000000000003,3.112735042735043,inf
646,Alberto Crane,65.0,155.0,67.02772817643245,Orthodox,0.43,25.0,2.61,57.0,0.0,0.0,50.0,4.0,7.0,14.0,1976.0,2,0,2,0,0.0,3.04,3.381880341880342,inf
648,Paul Creighton,66.0,155.0,67.94679192501238,Southpaw,0.72,75.0,4.65,30.0,5.37,37.0,0.0,0.0,6.0,4.0,1970.0,1,0,1,0,0.0,5.37,5.828974358974359,1.000001
649,Tim Credeur,75.0,185.0,75.0,Orthodox,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,7.0,9.0,1977.0,5,3,2,0,0.6,6.72,7.037094017094017,19.690244902439026
651,Randy Couture,73.0,205.0,75.0,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,6.0,22.0,1963.0,24,16,8,0,0.6666666666666666,4.38,4.66034188034188,2.075540568345324
652,Kevin Croom,71.0,155.0,73.0,Orthodox,1.35,36.0,3.22,31.0,0.97,6.0,50.0,1.0,7.0,15.0,1987.0,2,0,1,1,0.0,4.57,4.738376068376068,5.711341206185567
655,Richard Crunkilton,67.0,155.0,68.8658556735923,Orthodox,1.72,41.0,1.45,58.0,4.08,61.0,65.0,1.3,11.0,25.0,1979.0,1,0,1,0,0.0,3.17,3.62982905982906,2.076961784313726
656,Marcio Cruz,76.0,232.0,78.49042833322035,Orthodox,2.92,46.0,1.51,68.0,0.53,7.0,37.0,1.6,4.0,24.0,1978.0,4,2,2,0,0.5,4.43,4.612051282051282,9.958491566037734
657,Jimmy Crute,74.0,205.0,74.0,Orthodox,4.36,57.0,2.31,54.0,4.33,75.0,60.0,2.4,3.0,4.0,1996.0,5,4,1,0,0.8,6.67,7.245213675213676,3.9404167043879905
658,Dominick Cruz,68.0,135.0,68.0,Orthodox,3.65,32.0,2.42,72.0,2.99,46.0,83.0,0.1,3.0,9.0,1985.0,8,6,2,0,0.75,6.07,6.334102564102564,2.1301013344481605
659,Aalon Cruz,72.0,145.0,78.0,Switch,7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,9.0,20.0,1989.0,2,0,2,0,0.0,16.46,16.46,inf
660,Jay Cucciniello,67.0,155.0,68.8658556735923,Orthodox,0.93,21.0,4.73,36.0,0.0,0.0,71.0,0.0,7.0,23.0,1986.0,1,0,1,0,0.0,5.66,5.66,inf
664,Luke Cummo,72.0,170.0,74.0,Orthodox,1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4,4.0,27.0,1980.0,7,3,4,0,0.42857142857142855,3.24,3.435726495726496,5.040450438202247
666,Allen Crowder,75.0,245.0,76.0,Orthodox,2.95,51.0,2.95,56.0,1.85,33.0,100.0,1.2,11.0,8.0,1989.0,3,1,2,0,0.3333333333333333,5.9,6.160683760683761,4.389190189189189
667,Josh Culibao,70.0,155.0,73.0,Orthodox,2.52,38.0,4.3,48.0,0.0,0.0,100.0,0.0,5.0,24.0,1994.0,2,0,1,1,0.0,6.82,6.82,inf
668,Patrick Cummins,74.0,205.0,76.0,Orthodox,4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1,11.0,16.0,1980.0,13,6,7,0,0.46153846153846156,7.609999999999999,8.002307692307692,1.7948785055679286
670,Kailin Curran,64.0,115.0,65.0,Orthodox,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,4.0,11.0,1991.0,7,1,6,0,0.14285714285714285,8.64,8.862222222222222,4.920001
671,Jeff Curran,66.0,135.0,69.0,Orthodox,1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,9.0,2.0,1977.0,3,0,3,0,0.0,4.02,4.152478632478632,12.685715285714284
674,Daron Cruickshank,68.0,155.0,72.0,Switch,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,6.0,11.0,1985.0,13,6,6,1,0.46153846153846156,5.859999999999999,6.051452991452991,3.072550019607843
675,Ion Cutelaba,73.0,205.0,75.0,Southpaw,5.1,39.0,3.37,48.0,2.41,71.0,80.0,0.0,12.0,14.0,1993.0,9,4,5,0,0.4444444444444444,8.469999999999999,8.675982905982904,3.514523821576763
678,Henrique da Silva,75.0,205.0,76.0,Orthodox,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,9.0,1.0,1989.0,6,2,4,0,0.3333333333333333,9.17,9.208461538461538,36.880001
680,Alex Da Silva,68.0,155.0,73.0,Orthodox,2.07,46.0,2.65,55.0,2.75,43.0,77.0,0.4,2.0,4.0,1996.0,3,1,2,0,0.3333333333333333,4.72,4.989230769230769,2.1163646363636364
681,Zak Cummings,72.0,185.0,75.0,Southpaw,2.58,32.0,2.83,55.0,0.68,28.0,65.0,0.7,8.0,2.0,1984.0,13,9,4,0,0.6923076923076923,5.41,5.527948717948718,8.655883352941174
683,Nicolas Dalby,71.0,170.0,74.0,Orthodox,3.2,37.0,3.57,55.0,1.45,33.0,63.0,0.0,11.0,16.0,1984.0,7,3,2,2,0.42857142857142855,6.77,6.893931623931623,4.66896651724138
684,Paul Daley,69.0,170.0,76.0,Orthodox,3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,2.0,21.0,1983.0,3,2,1,0,0.6666666666666666,5.51,5.587777777777777,6.054946054945055
688,Aisling Daly,62.0,115.0,64.0,Orthodox,2.92,52.0,1.4,55.0,2.15,41.0,33.0,0.9,12.0,24.0,1987.0,3,2,1,0,0.6666666666666666,4.32,4.580683760683761,2.9093033255813956
690,Rodrigo Damm,67.0,155.0,71.0,Orthodox,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,2.0,3.0,1980.0,7,3,4,0,0.42857142857142855,9.11,9.173247863247862,21.004546454545455
691,Cindy Dandois,67.0,135.0,68.51442738205759,Orthodox,3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0,10.0,26.0,1984.0,1,0,1,0,0.0,6.529999999999999,6.957350427350427,1.3060009999999997
693,Jarjis Danho,75.0,265.0,74.0,Orthodox,3.39,48.0,5.77,47.0,0.57,20.0,100.0,0.0,10.0,15.0,1983.0,2,0,1,1,0.0,9.16,9.208717948717949,16.070176438596494
694,Alexandre Dantas,74.0,238.0,76.7577293235209,Orthodox,0.21,25.0,1.87,60.0,0.0,0.0,0.0,3.1,3.0,1.0,1979.0,2,0,2,0,0.0,2.08,2.344957264957265,inf
696,Mac Danzig,68.0,155.0,70.0,Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,1.0,2.0,1980.0,13,5,8,0,0.38461538461538464,6.83,6.983846153846153,6.291667666666667
699,Beneil Dariush,70.0,155.0,72.0,Southpaw,4.0,49.0,2.72,59.0,2.03,32.0,81.0,1.0,5.0,6.0,1989.0,19,14,4,1,0.7368421052631579,6.720000000000001,6.97897435897436,4.310345827586208
700,Sean Daugherty,72.0,175.0,73.81260270802669,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1975.0,1,0,1,0,0.0,0.0,0.0,
701,Kyle Daukaus,75.0,185.0,76.0,Southpaw,3.69,59.0,2.16,42.0,2.33,41.0,94.0,1.7,2.0,27.0,1993.0,2,1,1,0,0.5,5.85,6.194444444444445,4.210730613733905
702,Chris Daukaus,75.0,250.0,76.0,Orthodox,11.78,61.0,3.22,65.0,0.0,0.0,100.0,0.0,9.0,25.0,1989.0,3,3,0,0,1.0,15.0,15.0,inf
705,Marcus Davis,70.0,170.0,70.0,Southpaw,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,8.0,24.0,1973.0,15,9,6,0,0.6,5.51,5.766410256410256,4.843751
707,Phil Davis,74.0,205.0,79.0,Orthodox,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,9.0,25.0,1984.0,13,9,3,1,0.6923076923076923,4.18,4.486837606837606,1.9979943110367888
708,Mike Davis,72.0,145.0,72.0,Orthodox,6.24,53.0,6.76,57.0,1.39,33.0,69.0,0.0,10.0,7.0,1992.0,3,2,1,0,0.6666666666666666,13.0,13.118803418803418,9.35251898561151
711,Alexis Davis,66.0,135.0,68.0,Orthodox,4.18,47.0,4.18,55.0,0.94,40.0,34.0,0.8,10.0,4.0,1984.0,12,7,5,0,0.5833333333333334,8.36,8.508717948717948,9.693618021276595
713,Hakeem Dawodu,68.0,145.0,73.0,Orthodox,5.15,47.0,2.31,63.0,0.0,0.0,85.0,0.0,7.0,2.0,1991.0,6,5,1,0,0.8333333333333334,7.460000000000001,7.460000000000001,inf
714,Brandon Davis,70.0,135.0,72.0,Orthodox,4.65,35.0,4.33,60.0,0.71,45.0,56.0,0.1,5.0,8.0,1990.0,7,2,5,0,0.2857142857142857,8.98,9.04923076923077,12.747888323943663
715,Grant Dawson,70.0,145.0,72.0,Switch,3.4,48.0,2.1,51.0,3.44,34.0,40.0,1.6,2.0,20.0,1994.0,5,5,0,0,1.0,5.5,5.930769230769231,3.198838209302326
716,Jason Day,72.0,185.0,72.0,Orthodox,3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0,5.0,19.0,1981.0,3,1,2,0,0.3333333333333333,7.07,7.1665811965811965,6.256638168141594
717,Martin Day,70.0,145.0,73.0,Orthodox,3.97,45.0,3.79,53.0,0.72,60.0,65.0,0.5,11.0,10.0,1988.0,4,0,4,0,0.0,7.76,7.864273504273504,11.277778777777778
719,Yorgan De Castro,72.0,250.0,74.0,Orthodox,2.61,44.0,3.9,55.0,0.0,0.0,75.0,0.0,12.0,19.0,1986.0,3,1,2,0,0.3333333333333333,6.51,6.51,inf
720,Geraldo de Freitas,67.0,135.0,72.0,Orthodox,3.67,52.0,2.62,50.0,3.0,45.0,59.0,0.0,9.0,30.0,1991.0,3,1,2,0,0.3333333333333333,6.29,6.546410256410256,2.096667666666667
721,Philip De Fries,77.0,250.0,79.0,Orthodox,2.3,47.0,3.0,37.0,3.29,42.0,100.0,0.6,4.0,21.0,1986.0,5,2,3,0,0.4,5.3,5.632478632478632,2.2109432492401218
722,Chris de la Rocha,75.0,250.0,80.0,Orthodox,4.08,45.0,6.37,43.0,2.02,30.0,33.0,1.0,5.0,15.0,1979.0,4,1,3,0,0.25,10.45,10.708119658119656,6.173268326732673
723,Montana De La Rosa,67.0,125.0,68.0,Orthodox,2.85,36.0,3.39,45.0,2.14,28.0,57.0,1.2,2.0,14.0,1995.0,7,4,2,1,0.5714285714285714,6.24,6.525470085470086,4.1158888504672895
724,Mark De La Rosa,66.0,135.0,65.0,Orthodox,3.13,35.0,5.0,48.0,0.54,13.0,40.0,0.2,8.0,31.0,1994.0,7,2,5,0,0.2857142857142857,8.129999999999999,8.193247863247862,15.255556555555552
725,Rodrigo de Lima,67.0,155.0,68.8658556735923,Orthodox,1.29,33.0,5.5,32.0,2.66,36.0,0.0,1.3,3.0,12.0,1991.0,2,0,2,0,0.0,6.79,7.128461538461538,3.852632578947368
726,Mike de la Torre,71.0,145.0,71.0,Orthodox,3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0,9.0,22.0,1986.0,7,2,4,1,0.2857142857142857,7.96,7.990769230769231,22.11111211111111
727,Edilberto de Oliveira,72.0,170.0,73.72474563514301,Orthodox,4.12,32.0,6.79,61.0,0.0,0.0,0.0,0.0,11.0,22.0,1982.0,2,0,2,0,0.0,10.91,10.91,inf
729,Jorge de Oliveira,68.0,155.0,69.78491942217224,Orthodox,1.26,31.0,4.84,48.0,0.0,0.0,22.0,0.0,1.0,22.0,1980.0,2,0,2,0,0.0,6.1,6.1,inf
730,Isabela de Padua,63.0,125.0,64.0,Orthodox,1.0,35.0,2.07,50.0,2.0,66.0,0.0,1.0,9.0,4.0,1991.0,1,0,1,0,0.0,3.07,3.3264102564102562,2.5350010000000003
731,Germaine de Randamie,69.0,135.0,71.0,Orthodox,2.72,46.0,2.14,65.0,0.0,0.0,69.0,0.4,4.0,24.0,1984.0,9,7,2,0,0.7777777777777778,4.86,4.894188034188034,inf
732,Gloria de Paula,65.0,115.0,67.0,Orthodox,3.33,54.0,1.2,70.0,0.0,0.0,71.0,1.0,6.0,10.0,1995.0,1,0,1,0,0.0,4.53,4.615470085470085,inf
733,Tom DeBlass,72.0,185.0,73.98831685379405,Orthodox,1.5,35.0,4.43,37.0,1.0,50.0,28.0,0.5,5.0,14.0,1982.0,2,0,2,0,0.0,5.93,6.0582051282051275,6.430001
740,Rolando Delgado,75.0,155.0,77.0,Orthodox,1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,11.0,22.0,1981.0,3,1,2,0,0.3333333333333333,3.39,3.789145299145299,6.397436897435898
742,Jon Delos Reyes,66.0,125.0,67.0,Orthodox,2.99,38.0,4.14,51.0,3.2,83.0,55.0,1.9,8.0,19.0,1987.0,4,1,3,0,0.25,7.13,7.565897435897436,4.128126
743,Roland Delorme,69.0,135.0,71.0,Orthodox,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,12.0,18.0,1983.0,7,3,3,1,0.42857142857142855,6.6,6.9512820512820515,4.2294830717131475
744,Jason DeLucia,71.0,190.0,73.1571101780978,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,1969.0,3,1,2,0,0.3333333333333333,0.0,0.0,
746,Nick Denis,67.0,135.0,68.51442738205759,Orthodox,6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,10.0,11.0,1983.0,2,1,1,0,0.5,11.96,12.19931623931624,4.271429571428572
748,Chris Dempsey,70.0,185.0,72.0,Orthodox,2.25,32.0,2.82,65.0,2.64,23.0,16.0,0.0,9.0,8.0,1987.0,4,1,3,0,0.25,5.07,5.295641025641026,1.9204555454545453
751,Shane del Rosario,76.0,250.0,78.80671379560161,Southpaw,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,9.0,23.0,1983.0,2,0,2,0,0.0,6.9,7.207692307692308,8.150001
752,Jason Dent,70.0,155.0,71.0,Orthodox,2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4,6.0,12.0,1980.0,4,1,3,0,0.25,5.71,5.829658119658119,inf
753,Tony DeSouza,72.0,170.0,70.0,Southpaw,1.12,52.0,1.57,41.0,2.25,42.0,40.0,1.5,7.0,26.0,1974.0,6,3,3,0,0.5,2.6900000000000004,3.010512820512821,2.695556555555556
755,Mackenzie Dern,64.0,115.0,63.0,Orthodox,3.74,38.0,3.81,61.0,0.28,5.0,0.0,2.2,3.0,24.0,1993.0,6,5,1,0,0.8333333333333334,7.550000000000001,7.761965811965813,29.164286714285716
757,Alessio Di Chirico,72.0,185.0,74.0,Orthodox,3.3,41.0,3.24,62.0,1.62,45.0,83.0,0.0,12.0,12.0,1989.0,9,4,5,0,0.4444444444444444,6.54,6.678461538461539,4.037038037037037
760,Cyrille Diabate,78.0,205.0,81.0,Southpaw,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,10.0,6.0,1973.0,8,4,4,0,0.5,5.84,5.9570940170940165,5.191453991452992
761,Edwin DeWees,73.0,185.0,74.90738060237398,Orthodox,1.53,33.0,6.19,39.0,2.18,66.0,0.0,3.3,8.0,7.0,1982.0,3,0,3,0,0.0,7.720000000000001,8.18837606837607,6.841285403669725
762,Tyler Diamond,67.0,145.0,69.0,Orthodox,3.4,47.0,2.53,44.0,3.0,75.0,70.0,0.0,3.0,18.0,1991.0,1,0,1,0,0.0,5.93,6.186410256410256,1.9766676666666665
766,Marc Diakiese,70.0,155.0,73.0,Orthodox,3.08,39.0,2.79,54.0,2.16,36.0,62.0,0.0,3.0,16.0,1993.0,9,5,4,0,0.5555555555555556,5.87,6.054615384615385,2.7175935925925927
767,Hacran Dias,68.0,155.0,69.0,Orthodox,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,6.0,16.0,1984.0,8,3,5,0,0.375,5.390000000000001,5.646410256410257,2.6560010000000003
768,Nick Diaz,73.0,185.0,76.0,Southpaw,5.43,42.0,3.56,61.0,1.32,33.0,60.0,1.0,8.0,2.0,1983.0,14,7,6,1,0.5,8.99,9.188290598290598,7.810607060606061
769,Nate Diaz,72.0,170.0,76.0,Southpaw,4.62,45.0,3.78,53.0,1.19,30.0,42.0,1.4,4.0,16.0,1985.0,25,15,10,0,0.6,8.4,8.621367521367521,8.458824529411764
777,TJ Dillashaw,66.0,125.0,67.0,Orthodox,5.37,41.0,3.03,65.0,1.68,37.0,86.0,1.0,2.0,7.0,1986.0,16,12,4,0,0.75,8.4,8.629059829059829,6.000001
786,Russell Doane,67.0,135.0,70.0,Orthodox,1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8,8.0,13.0,1986.0,8,3,5,0,0.375,3.4299999999999997,3.6787179487179484,2.4255934170616116
787,David Dodd,74.0,200.0,76.09001556960494,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,1973.0,2,0,2,0,0.0,0.0,0.0,
788,Drew Dober,68.0,155.0,70.0,Southpaw,4.33,40.0,3.87,54.0,0.8,17.0,55.0,0.1,10.0,19.0,1988.0,16,9,6,1,0.5625,8.2,8.276923076923076,10.350000999999997
789,Shana Dobson,66.0,125.0,69.0,Orthodox,3.34,37.0,5.2,50.0,0.84,50.0,14.0,0.0,3.0,30.0,1989.0,6,2,4,0,0.3333333333333333,8.54,8.61179487179487,10.166667666666665
790,Joe Doerksen,72.0,185.0,75.0,Orthodox,1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,10.0,9.0,1977.0,9,2,7,0,0.2222222222222222,4.22,4.5892307692307694,4.389109910891089
792,John Dodson,63.0,135.0,66.0,Orthodox,3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,9.0,26.0,1984.0,17,10,7,0,0.5882352941176471,6.78,6.840683760683761,9.549296774647887
793,Cameron Dollar,71.0,155.0,72.54211066791203,Orthodox,5.04,38.0,2.94,61.0,0.0,0.0,0.0,0.0,5.0,12.0,1987.0,1,0,1,0,0.0,7.98,7.98,inf
796,CB Dollaway,74.0,185.0,76.0,Orthodox,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,8.0,10.0,1983.0,20,11,9,0,0.55,5.23,5.635982905982906,2.673240436619719
798,Cody Donovan,75.0,205.0,74.0,Orthodox,5.61,59.0,5.44,45.0,1.67,28.0,0.0,1.7,2.0,20.0,1981.0,4,1,3,0,0.25,11.05,11.338034188034188,8.316767467065867
800,Roman Dolidze,74.0,205.0,76.0,Orthodox,2.98,51.0,1.75,61.0,1.75,50.0,33.0,2.2,7.0,15.0,1988.0,3,2,1,0,0.6666666666666666,4.73,5.067606837606839,4.902858142857144
802,Anderson Dos Santos,65.0,135.0,70.0,Orthodox,2.66,28.0,4.8,55.0,1.3,18.0,66.0,0.9,7.0,24.0,1985.0,3,1,2,0,0.3333333333333333,7.46,7.648034188034187,6.638462538461539
