gender,weight_class,red_fid,r_fighter,blue_fid,b_fighter,rounds,Referee,bout_month,bout_day,bout_year,city,country,is_title_bout,winner,win_by,last_round
M,265.0,2012,Don'Tale Mayes,1983,Roque Martinez,3.0,Chris Tognoni,11.0,14.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,2859,Thiago Santos,3223,Glover Teixeira,5.0,Herb Dean,11.0,7.0,2020.0,Las Vegas,USA,0.0,blue,Submission,3
M,265.0,133,Andrei Arlovski,320,Tanner Boser,3.0,Mark Smith,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,265.0,2747,Alexandr Romanov,2741,Marcos Rogerio de Lima,3.0,Herb Dean,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
F,115.0,1043,Claudia Gadelha,3533,Yan Xiaonan,3.0,Jason Herzog,11.0,7.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,145.0,871,Darren Elkins,1064,Eduardo Garagorri,3.0,Chris Tognoni,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,Submission,3
M,145.0,538,Giga Chikadze,3001,Jamey Simmons,3.0,Herb Dean,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,135.0,203,Raoni Barcelos,3183,Khalid Taha,3.0,Jason Herzog,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,1104,Trevin Giles,1816,Bevon Lewis,3.0,Mark Smith,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,135.0,1861,Gustavo Lopez,281,Anthony Birchak,3.0,Chris Tognoni,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,1198,Max Griffin,345,Ramiz Brahimaj,3.0,Mark Smith,11.0,7.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,155.0,1216,Chris Gruetzemacher,1332,Alexander Hernandez,3.0,Mark Smith,10.0,31.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
M,135.0,3553,Adrian Yanez,2736,Victor Rodriguez,3.0,Herb Dean,10.0,31.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,265.0,1203,Maurice Greene,1273,Greg Hardy,3.0,Herb Dean,10.0,31.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,2
M,185.0,3147,Sean Strickland,1966,Jack Marshman,3.0,Keith Peterson,10.0,31.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,1201,Bobby Green,2154,Thiago Moises,3.0,Keith Peterson,10.0,31.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,185.0,1369,Kevin Holland,2391,Charlie Ontiveros,3.0,Mark Smith,10.0,31.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,185.0,1251,Uriah Hall,2980,Anderson Silva,5.0,Herb Dean,10.0,31.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,4
M,145.0,2140,Bryce Mitchell,963,Andre Fili,3.0,Keith Peterson,10.0,31.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,1484,Dustin Jacoby,1773,Justin Ledet,3.0,Chris Tognoni,10.0,31.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,170.0,3486,Cole Williams,3499,Jason Witt,3.0,Mark Smith,10.0,31.0,2020.0,Las Vegas,USA,0.0,blue,Submission,2
M,135.0,1516,Miles Johns,2277,Kevin Natividad,3.0,Chris Tognoni,10.0,31.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,185.0,1937,Jacob Malkoun,1297,Phil Hawes,3.0,Jason Herzog,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,1
M,265.0,3396,Alexander Volkov,1281,Walt Harris,3.0,Lukasz Bosacki,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,2
M,205.0,112,Magomed Ankalaev,675,Ion Cutelaba,3.0,Anders Ohlsson,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
M,265.0,3151,Stefan Struve,3298,Tai Tuivasa,3.0,Jason Herzog,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,1
M,185.0,3470,Robert Whittaker,464,Jared Cannonier,3.0,Anders Ohlsson,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
F,125.0,2236,Lauren Murphy,2944,Liliya Shakirova,3.0,Lukasz Bosacki,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Submission,2
M,155.0,2341,Khabib Nurmagomedov,1041,Justin Gaethje,5.0,Jason Herzog,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,1.0,red,Submission,2
M,155.0,79,Joel Alvarez,3525,Alexander Yakovlev,3.0,Jason Herzog,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Submission,1
F,125.0,1537,Liana Jojua,2005,Miranda Maverick,3.0,Lukasz Bosacki,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,TKO - Doctor's Stoppage,1
M,205.0,1576,Da-Un Jung,89,Sam Alvey,3.0,Anders Ohlsson,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,none,Decision - Split,3
M,170.0,2380,Alex Oliveira,2609,Shavkat Rakhmonov,3.0,Lukasz Bosacki,10.0,24.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Submission,1
F,125.0,552,Katlyn Chookagian,107,Jessica Andrade,3.0,Lukasz Bosacki,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,1
M,145.0,69,Thomas Almeida,1980,Jonathan Martinez,3.0,Anders Ohlsson,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,205.0,657,Jimmy Crute,400,Modestas Bukauskas,3.0,Anders Ohlsson,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
M,155.0,1060,Mateusz Gamrot,1714,Guram Kutateladze,3.0,Lukasz Bosacki,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Split,3
M,185.0,2446,Junyong Park,2529,John Phillips,3.0,Lukasz Bosacki,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
F,125.0,2714,Gillian Robertson,325,Poliana Botelho,3.0,Anders Ohlsson,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,170.0,2986,Claudio Silva,1694,James Krause,3.0,Lukasz Bosacki,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,145.0,2393,Brian Ortega,1575,Chan Sung Jung,5.0,Lukasz Bosacki,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,5
M,205.0,117,Gadzhimurad Antigulov,1210,Maxim Grishin,3.0,Anders Ohlsson,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,2
M,135.0,2343,Said Nurmagomedov,3149,Mark Striegl,3.0,Lukasz Bosacki,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
M,155.0,2220,Jamie Mullarkey,3582,Fares Ziam,3.0,Lukasz Bosacki,10.0,17.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,135.0,2179,Marlon Moraes,2836,Cory Sandhagen,5.0,Marc Goddard,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,2
M,185.0,350,Tom Breese,277,KB Bhullar,3.0,Lukasz Bosacki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
M,265.0,702,Chris Daukaus,2273,Rodrigo Nascimento,3.0,Marc Goddard,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
M,185.0,2502,Markus Perez,821,Dricus Du Plessis,3.0,Kevin Sataki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,1
M,265.0,2768,Ben Rothwell,3307,Marcin Tybura,3.0,Marc Goddard,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,145.0,3571,Youssef Zalal,3263,Ilia Topuria,3.0,Kevin Sataki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,265.0,151,Tom Aspinall,227,Alan Baudot,3.0,Lukasz Bosacki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
M,145.0,200,Edson Barboza,94,Makwan Amirkhani,3.0,Kevin Sataki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,185.0,1599,Impa Kasanganay,395,Joaquin Buckley,3.0,Kevin Sataki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,2
M,145.0,538,Giga Chikadze,2186,Omar Morales,3.0,Marc Goddard,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,135.0,75,Ali AlQaisi,1621,Tony Kelley,3.0,Lukasz Bosacki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
F,135.0,624,Tracy Cortez,857,Stephanie Egger,3.0,Kevin Sataki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,125.0,2996,Bruno Silva,3313,Tagir Ulanbekov,3.0,Lukasz Bosacki,10.0,10.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,170.0,595,Carlos Condit,2037,Court McGee,3.0,Marc Goddard,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,185.0,3278,Dequan Townsend,3256,Dusko Todorovic,3.0,Jason Herzog,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,2
M,145.0,1566,Charles Jourdain,667,Josh Culibao,3.0,Jason Herzog,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,none,Decision - Split,3
F,135.0,731,Germaine de Randamie,2478,Julianna Pena,3.0,,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Submission,3
M,135.0,2531,Kyler Phillips,874,Cameron Else,3.0,Marc Goddard,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,2
F,135.0,1377,Holly Holm,47,Irene Aldana,5.0,Marc Goddard,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,5
M,265.0,719,Yorgan De Castro,941,Carlos Felipe,3.0,Kevin Sataki,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,185.0,3485,Jordan Williams,1442,Nassourdine Imavov,3.0,Kevin Sataki,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
F,115.0,1853,Loma Lookboonmee,1022,Jinh Yu Frey,3.0,Marc Goddard,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,135.0,1628,Casey Kenney,33,Heili Alateng,3.0,Kevin Sataki,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,155.0,3356,Luigi Vendramini,170,Jessin Ayari,3.0,Jason Herzog,10.0,3.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
F,135.0,3375,Ketlen Vieira,913,Sijara Eubanks,3.0,Jason Herzog,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,185.0,14,Israel Adesanya,630,Paulo Costa,5.0,Jason Herzog,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,1.0,red,KO/TKO,2
M,125.0,1600,Kai Kara-France,2776,Brandon Royval,3.0,Lukasz Bosacki,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Submission,2
M,145.0,3558,Shane Young,1659,Ludovit Klein,3.0,Kevin Sataki,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,KO/TKO,1
M,170.0,2828,Diego Sanchez,2001,Jake Matthews,3.0,Jason Herzog,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,155.0,2674,Brad Riddell,680,Alex Da Silva,3.0,Lukasz Bosacki,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,205.0,2656,Dominick Reyes,286,Jan Blachowicz,5.0,Kevin Sataki,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,1.0,blue,KO/TKO,2
M,145.0,713,Hakeem Dawodu,3300,Zubaira Tukhugov,3.0,Kevin Sataki,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Split,3
M,205.0,1669,William Knight,457,Aleksa Camur,3.0,Lukasz Bosacki,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,205.0,1429,Khadis Ibragimov,1958,Danilo Marques,3.0,Jason Herzog,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,blue,Decision - Unanimous,3
M,265.0,907,Juan Espino,1416,Jeff Hughes,3.0,Kevin Sataki,9.0,26.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Submission,1
M,205.0,3412,Johnny Walker,3080,Ryan Spann,3.0,Dan Miragliotta,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,145.0,238,Mirsad Bektic,1481,Damon Jackson,3.0,Dan Miragliotta,9.0,19.0,2020.0,Las Vegas,USA,0.0,blue,Submission,3
M,170.0,640,Colby Covington,3508,Tyron Woodley,5.0,Dan Miragliotta,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,5
F,115.0,755,Mackenzie Dern,1956,Randa Markos,3.0,Jason Herzog,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,125.0,909,Jordan Espinosa,840,David Dvorak,3.0,Jason Herzog,9.0,19.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,185.0,1369,Kevin Holland,3123,Darren Stewart,3.0,Mark Smith,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,185.0,540,Khamzat Chimaev,2068,Gerald Meerschaert,3.0,Mark Smith,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,170.0,522,Donald Cerrone,2575,Niko Price,3.0,Jason Herzog,9.0,19.0,2020.0,Las Vegas,USA,0.0,none,Overturned,3
F,135.0,567,Jessica-Rose Clark,73,Sarah Alpar,3.0,Chris Tognoni,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,145.0,2122,Darrick Minner,1743,TJ Laramie,3.0,Dan Miragliotta,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,135.0,2299,Journey Newson,629,Randy Costa,3.0,Mark Smith,9.0,19.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
F,125.0,398,Mayra Bueno Silva,2751,Mara Romero Borella,3.0,Jason Herzog,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,135.0,920,Andre Ewell,2694,Irwin Rivera,3.0,Chris Tognoni,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,135.0,2263,Tyson Nam,2696,Jerome Rivera,3.0,Chris Tognoni,9.0,19.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,155.0,1201,Bobby Green,2459,Alan Patrick,3.0,Herb Dean,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,2711,Roosevelt Roberts,652,Kevin Croom,3.0,Chris Tognoni,9.0,12.0,2020.0,Las Vegas,USA,0.0,none,Overturned,1
M,145.0,2595,Billy Quarantillo,2291,Kyle Nelson,3.0,Marc Goddard,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,3
F,135.0,165,Julia Avila,913,Sijara Eubanks,3.0,Mark Smith,9.0,12.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
F,115.0,3438,Michelle Waterson,1356,Angela Hill,5.0,Marc Goddard,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,5
F,125.0,2152,Roxanne Modafferi,1783,Andrea Lee,3.0,Mark Smith,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,205.0,1326,Ed Herman,2732,Mike Rodriguez,3.0,Chris Tognoni,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,Submission,3
M,155.0,172,Ottman Azaitar,3512,Khama Worthy,3.0,Herb Dean,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,265.0,2747,Alexandr Romanov,1983,Roque Martinez,3.0,Mark Smith,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,Submission,2
M,170.0,198,Bryan Barberena,1469,Anthony Ivy,3.0,Chris Tognoni,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,125.0,2017,Sabina Mazo,1658,Justine Kish,3.0,Marc Goddard,9.0,12.0,2020.0,Las Vegas,USA,0.0,red,Submission,3
M,205.0,2799,Ovince Saint Preux,2084,Alonzo Menifield,3.0,Jason Herzog,9.0,5.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,145.0,1615,Brian Kelleher,2733,Ray Rodriguez,3.0,Herb Dean,9.0,5.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,170.0,2492,Michel Pereira,1439,Zelim Imadaev,3.0,Chris Tognoni,9.0,5.0,2020.0,Las Vegas,USA,0.0,red,Submission,3
F,125.0,129,Viviane Araujo,723,Montana De La Rosa,3.0,Jason Herzog,9.0,5.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,2223,Andre Muniz,930,Bartosz Fabinski,3.0,Mark Smith,9.0,5.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,135.0,3039,Cole Smith,174,Hunter Azure,3.0,Mark Smith,9.0,5.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,265.0,2410,Alistair Overeem,2803,Augusto Sakai,5.0,Herb Dean,9.0,5.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,5
M,185.0,757,Alessio Di Chirico,681,Zak Cummings,3.0,Mark Smith,8.0,29.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,205.0,3033,Anthony Smith,2610,Aleksandar Rakic,3.0,Herb Dean,8.0,29.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,145.0,1734,Ricardo Lamas,58,Bill Algeo,3.0,Mark Smith,8.0,29.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,1759,Robbie Lawler,1913,Neil Magny,3.0,Jason Herzog,8.0,29.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
F,125.0,1649,Ji Yeon Kim,1191,Alexa Grasso,3.0,Chris Tognoni,8.0,29.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,145.0,434,Alex Caceres,3095,Austin Springer,3.0,Chris Tognoni,8.0,29.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,185.0,2548,Maki Pitolo,1599,Impa Kasanganay,3.0,Jason Herzog,8.0,29.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,170.0,342,Sean Brady,23,Christian Aguilera,3.0,Herb Dean,8.0,29.0,2020.0,Las Vegas,USA,0.0,red,Submission,2
F,115.0,1974,Mallory Martin,559,Hannah Cifers,3.0,Chris Tognoni,8.0,29.0,2020.0,Las Vegas,USA,0.0,red,Submission,2
F,115.0,3373,Polyana Viana,3469,Emily Whitmire,3.0,Jason Herzog,8.0,29.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,205.0,3384,Ike Villanueva,3518,Jordan Wright,3.0,Jason Herzog,8.0,22.0,2020.0,Las Vegas,USA,0.0,blue,TKO - Doctor's Stoppage,1
M,170.0,2124,Carlton Minus,2927,Matthew Semelsberger,3.0,Mark Smith,8.0,22.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,170.0,2731,Daniel Rodriguez,1195,Dwight Grant,3.0,Chris Tognoni,8.0,22.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,2565,Marcin Prachnio,2732,Mike Rodriguez,3.0,Jason Herzog,8.0,22.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
F,115.0,1794,Amanda Lemos,1453,Inoue Mizuki,3.0,Jason Herzog,8.0,22.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,125.0,18,Mariya Agapova,789,Shana Dobson,3.0,,8.0,22.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,2
M,155.0,1415,Austin Hubbard,3051,Joe Solecki,3.0,Herb Dean,8.0,22.0,2020.0,Las Vegas,USA,0.0,blue,Submission,1
M,135.0,2222,Pedro Munhoz,855,Frankie Edgar,5.0,Herb Dean,8.0,22.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Split,5
M,265.0,806,Junior Dos Santos,2777,Jairzinho Rozenstruik,3.0,Dan Miragliotta,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,2
M,145.0,411,Herbert Burns,2543,Daniel Pineda,3.0,Mark Smith,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,2
F,115.0,1340,Felice Herrig,1488,Virna Jandiroba,3.0,Marc Goddard,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,Submission,1
M,135.0,2354,Sean O'Malley,3366,Marlon Vera,3.0,Herb Dean,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,1
M,135.0,792,John Dodson,842,Merab Dvalishvili,3.0,Chris Tognoni,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,265.0,2120,Stipe Miocic,617,Daniel Cormier,5.0,Marc Goddard,8.0,15.0,2020.0,Las Vegas,USA,1.0,red,Decision - Unanimous,5
M,145.0,376,TJ Brown,531,Danny Chavez,3.0,Dan Miragliotta,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,155.0,2112,Jim Miller,2532,Vinc Pichel,3.0,Herb Dean,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,265.0,702,Chris Daukaus,2561,Parker Porter,3.0,Herb Dean,8.0,15.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,145.0,1586,Kai Kamaka,1621,Tony Kelley,3.0,Chris Tognoni,8.0,15.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,115.0,3548,Ashley Yoder,3076,Livinha Souza,3.0,Mark Smith,8.0,15.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,170.0,2057,Tim Means,3110,Laureano Staropoli,3.0,Jason Herzog,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,1369,Kevin Holland,395,Joaquin Buckley,3.0,Mark Smith,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,155.0,1265,Nasrat Haqparast,2224,Alexander Munoz,3.0,Chris Tognoni,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,265.0,1815,Derrick Lewis,2373,Aleksei Oleinik,5.0,Herb Dean,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,2
F,135.0,1708,Yana Kunitskaya,3130,Julija Stoliarenko,3.0,Mark Smith,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,155.0,699,Beneil Dariush,1383,Scott Holtzman,3.0,Herb Dean,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,2548,Maki Pitolo,3123,Darren Stewart,3.0,Chris Tognoni,8.0,8.0,2020.0,Las Vegas,USA,0.0,blue,Submission,1
M,185.0,27,Omari Akhmedov,3451,Chris Weidman,3.0,Jason Herzog,8.0,8.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,145.0,3571,Youssef Zalal,212,Peter Barrett,3.0,Mark Smith,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,135.0,2694,Irwin Rivera,75,Ali AlQaisi,3.0,Chris Tognoni,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,145.0,3294,Gavin Tucker,1496,Justin Jaynes,3.0,Jason Herzog,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,Submission,3
M,185.0,2833,Andrew Sanchez,3303,Wellington Turman,3.0,Herb Dean,8.0,8.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
F,125.0,440,Joanne Calderwood,1924,Jennifer Maia,3.0,Jason Herzog,8.0,1.0,2020.0,Las Vegas,USA,0.0,blue,Submission,1
M,145.0,2227,Johnny Munoz,1938,Nate Maness,3.0,Mark Smith,8.0,1.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,135.0,2795,Frankie Saenz,1980,Jonathan Martinez,3.0,Chris Tognoni,8.0,1.0,2020.0,Las Vegas,USA,0.0,blue,KO/TKO,3
M,145.0,884,Jamall Emmers,435,Vince Cachero,3.0,Jason Herzog,8.0,1.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,1882,Vicente Luque,378,Randy Brown,3.0,Mark Smith,8.0,1.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,185.0,388,Derek Brunson,2943,Edmen Shahbazyan,3.0,Herb Dean,8.0,1.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,135.0,1237,Chris Gutierrez,833,Cody Durden,3.0,Chris Tognoni,8.0,1.0,2020.0,Las Vegas,USA,0.0,none,Decision - Unanimous,3
M,155.0,3341,Lando Vannata,1201,Bobby Green,3.0,Herb Dean,8.0,1.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,170.0,2380,Alex Oliveira,3049,Peter Sobotta,3.0,Daniel Movahedi,7.0,25.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,3
M,185.0,3470,Robert Whittaker,3255,Darren Till,5.0,Herb Dean,7.0,25.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Unanimous,5
M,205.0,2782,Mauricio Rua,2327,Rogerio Nogueira,3.0,Marc Goddard,7.0,25.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Split,3
M,155.0,3288,Francisco Trinaldo,1325,Jai Herbert,3.0,Herb Dean,7.0,25.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,3
F,115.0,906,Carla Esparza,2730,Marina Rodriguez,3.0,Rich Mitchell,7.0,25.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,Decision - Split,3
M,170.0,540,Khamzat Chimaev,2045,Rhys McKee,3.0,Rich Mitchell,7.0,25.0,2020.0,Abu Dhabi,United Arab Emirates,0.0,red,KO/TKO,1
