fighter_id,fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birth_month,birth_day,birth_year,bouts,wins,losses,draw_nc
874,Cameron Else,69.0,135.0,71.0,Switch,1.92,36.0,5.58,58.0,0.0,0.0,0.0,0.0,4.0,27.0,1987.0,1,0,1,0
875,Lisa Ellis,64.0,115.0,,Unknown,1.68,48.0,2.32,57.0,4.19,63.0,50.0,0.6,11.0,15.0,1982.0,2,0,2,0
876,Anna Elmose,63.0,115.0,,Orthodox,3.68,49.0,4.64,56.0,0.0,0.0,33.0,0.0,10.0,6.0,1984.0,2,0,2,0
877,Tim Elliott,67.0,125.0,66.0,Southpaw,3.35,45.0,2.49,59.0,4.01,49.0,58.0,1.1,12.0,24.0,1986.0,15,6,9,0
881,Rob Emerson,69.0,155.0,70.0,Orthodox,2.5,30.0,2.83,64.0,2.02,52.0,65.0,0.4,7.0,30.0,1981.0,7,3,3,1
882,Ramazan Emeev,70.0,170.0,76.0,Southpaw,2.5,45.0,1.98,66.0,2.33,29.0,66.0,0.5,5.0,23.0,1987.0,6,5,1,0
883,Josh Emmett,66.0,145.0,70.0,Orthodox,4.32,39.0,4.02,63.0,1.43,47.0,50.0,0.1,3.0,4.0,1985.0,9,7,2,0
884,Jamall Emmers,70.0,145.0,74.0,Orthodox,5.75,52.0,4.65,54.0,2.9,53.0,100.0,0.0,7.0,24.0,1989.0,2,1,1,0
888,Oliver Enkamp,72.0,170.0,77.0,Switch,2.38,36.0,3.55,37.0,0.87,16.0,0.0,0.0,8.0,10.0,1991.0,2,0,2,0
890,Ian Entwistle,65.0,135.0,,Orthodox,0.11,7.0,7.36,31.0,0.0,0.0,0.0,12.1,11.0,19.0,1986.0,3,1,2,0
893,Andy Enz,75.0,185.0,78.0,Orthodox,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,8.0,15.0,1991.0,3,0,3,0
896,Konstantin Erokhin,71.0,230.0,,Orthodox,1.07,36.0,1.83,47.0,0.0,0.0,70.0,0.0,1.0,31.0,1983.0,2,0,2,0
897,Julian Erosa,73.0,145.0,74.0,Southpaw,5.07,47.0,5.72,50.0,1.32,54.0,58.0,0.9,7.0,31.0,1989.0,7,3,4,0
903,Cole Escovedo,67.0,135.0,72.0,Orthodox,1.77,43.0,4.32,49.0,0.43,33.0,13.0,0.0,8.0,30.0,1981.0,3,0,3,0
905,Efrain Escudero,69.0,155.0,71.0,Orthodox,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,1.0,15.0,1986.0,12,5,7,0
906,Carla Esparza,61.0,115.0,63.0,Orthodox,2.29,42.0,2.85,53.0,3.44,35.0,48.0,0.3,10.0,10.0,1987.0,12,8,4,0
907,Juan Espino,75.0,250.0,80.0,Unknown,4.32,80.0,0.54,42.0,14.19,77.0,0.0,6.1,10.0,9.0,1980.0,2,2,0,0
908,Jodie Esquibel,61.0,115.0,64.0,Orthodox,4.1,31.0,7.37,52.0,0.75,21.0,83.0,0.0,5.0,7.0,1986.0,4,0,4,0
909,Jordan Espinosa,66.0,125.0,69.0,Orthodox,4.22,52.0,2.94,57.0,0.75,28.0,70.0,0.2,11.0,8.0,1989.0,6,2,4,0
910,Fred Ettish,72.0,180.0,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
911,Terry Etim,73.0,155.0,73.0,Orthodox,2.16,35.0,2.53,67.0,0.43,30.0,39.0,1.4,1.0,11.0,1986.0,11,6,5,0
913,Sijara Eubanks,64.0,135.0,67.0,Orthodox,4.52,43.0,3.69,57.0,1.88,46.0,65.0,0.4,4.0,27.0,1985.0,8,4,4,0
915,Rashad Evans,72.0,205.0,75.0,Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,9.0,25.0,1979.0,23,14,8,1
916,Doug Evans,69.0,155.0,,Orthodox,1.79,35.0,2.55,55.0,3.19,83.0,69.0,0.6,10.0,10.0,1980.0,2,0,2,0
917,Ashlee Evans-Smith,68.0,135.0,67.0,Orthodox,4.54,34.0,4.69,55.0,1.1,23.0,66.0,0.0,7.0,9.0,1987.0,8,3,5,0
918,Dan Evensen,75.0,250.0,,Orthodox,0.27,10.0,3.86,38.0,0.0,0.0,0.0,4.0,6.0,1.0,1974.0,2,0,2,0
919,Tonya Evinger,67.0,135.0,70.0,Orthodox,1.16,42.0,4.02,38.0,0.93,30.0,33.0,0.9,6.0,4.0,1981.0,3,0,3,0
920,Andre Ewell,68.0,135.0,75.0,Southpaw,4.42,41.0,4.25,52.0,0.29,66.0,70.0,0.1,1.0,21.0,1988.0,7,4,3,0
921,Movsar Evloev,67.0,145.0,72.0,Orthodox,4.7,44.0,2.83,64.0,2.75,37.0,70.0,0.0,2.0,11.0,1994.0,4,4,0,0
923,Edward Faaloloto,,155.0,70.0,Unknown,2.28,32.0,6.25,44.0,1.01,25.0,33.0,0.0,7.0,15.0,1984.0,2,0,2,0
924,Jessica Eye,66.0,125.0,66.0,Orthodox,3.76,37.0,4.01,55.0,0.45,40.0,57.0,0.5,7.0,27.0,1986.0,14,5,8,1
926,Melinda Fabian,66.0,125.0,66.0,Unknown,4.03,41.0,4.0,62.0,0.0,0.0,100.0,0.0,6.0,25.0,1987.0,2,0,1,1
927,Urijah Faber,66.0,135.0,67.0,Orthodox,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8,5.0,14.0,1979.0,18,11,7,0
928,Ron Faircloth,69.0,205.0,,Orthodox,0.39,40.0,8.9,42.0,0.0,0.0,0.0,0.0,8.0,16.0,1979.0,1,0,0,1
929,Jason Fairn,73.0,230.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
930,Bartosz Fabinski,72.0,170.0,75.0,Orthodox,2.2,69.0,1.35,53.0,7.08,69.0,80.0,0.0,4.0,26.0,1986.0,5,3,2,0
932,Zarah Fairn,68.0,145.0,72.0,Orthodox,1.98,45.0,6.61,39.0,0.0,0.0,50.0,0.0,12.0,12.0,1986.0,2,0,2,0
933,Maiquel Falcao,71.0,185.0,,Orthodox,1.67,55.0,0.53,86.0,1.0,100.0,71.0,3.0,3.0,8.0,1981.0,1,1,0,0
934,Brodie Farber,73.0,170.0,,Orthodox,1.69,45.0,2.17,53.0,0.9,50.0,20.0,0.9,7.0,5.0,1980.0,2,0,2,0
938,Kalindra Faria,67.0,125.0,,Switch,2.23,56.0,1.44,45.0,1.31,66.0,20.0,0.7,7.0,23.0,1986.0,3,0,3,0
939,Kelly Faszholz,68.0,135.0,,Orthodox,4.01,48.0,3.61,52.0,0.0,0.0,44.0,0.0,4.0,9.0,1985.0,2,0,2,0
941,Carlos Felipe,72.0,245.0,75.0,Orthodox,4.42,45.0,4.6,47.0,0.0,0.0,70.0,0.0,1.0,12.0,1995.0,3,2,1,0
942,Paul Felder,71.0,155.0,70.0,Orthodox,3.7,44.0,3.44,48.0,0.29,28.0,64.0,0.2,4.0,25.0,1984.0,15,9,6,0
943,Kevin Ferguson,74.0,235.0,77.0,Orthodox,2.3,50.0,3.41,38.0,3.1,72.0,36.0,1.2,2.0,8.0,1974.0,2,1,1,0
945,Josh Ferguson,65.0,125.0,,Orthodox,2.13,43.0,4.18,32.0,0.59,11.0,54.0,0.0,5.0,13.0,1988.0,2,0,2,0
947,Tony Ferguson,71.0,155.0,76.0,Orthodox,5.46,45.0,3.94,59.0,0.45,42.0,70.0,1.1,2.0,12.0,1984.0,18,15,3,0
948,CJ Fernandes,74.0,170.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,1977.0,1,0,0,1
950,Alexandre Ferreira,67.0,205.0,,Orthodox,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0,4.0,25.0,1979.0,1,0,1,0
951,Cezar Ferreira,73.0,185.0,78.0,Southpaw,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5,2.0,15.0,1985.0,15,9,6,0
952,Diego Ferreira,69.0,155.0,74.0,Orthodox,4.85,37.0,3.26,58.0,0.89,26.0,68.0,0.9,1.0,18.0,1985.0,11,8,3,0
954,Scott Ferrozzo,71.0,323.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,1965.0,4,2,2,0
955,Drew Fickett,70.0,155.0,70.0,Orthodox,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2,12.0,14.0,1979.0,7,4,3,0
956,Scott Fiedler,76.0,235.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
958,Deiveson Figueiredo,65.0,125.0,68.0,Orthodox,3.38,56.0,3.35,50.0,1.57,50.0,61.0,2.4,12.0,18.0,1987.0,11,9,1,1
959,Francisco Figueiredo,66.0,135.0,69.0,Southpaw,1.93,54.0,2.07,76.0,4.0,66.0,100.0,0.0,10.0,23.0,1989.0,1,1,0,0
960,Edwin Figueroa,67.0,135.0,69.0,Orthodox,2.57,39.0,3.06,51.0,0.2,100.0,37.0,0.6,7.0,31.0,1984.0,6,2,4,0
963,Andre Fili,71.0,145.0,74.0,Orthodox,3.73,36.0,3.9,52.0,2.5,49.0,64.0,0.2,6.0,25.0,1990.0,16,9,7,0
967,Mirko Filipovic,74.0,230.0,73.0,Southpaw,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,9.0,10.0,1974.0,11,5,6,0
968,Luigi Fioravanti,68.0,170.0,70.0,Orthodox,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9,1.0,22.0,1981.0,9,4,5,0
969,Manon Fiorot,67.0,125.0,,Orthodox,5.8,53.0,1.86,79.0,1.64,100.0,100.0,0.0,2.0,17.0,1990.0,1,1,0,0
971,Spencer Fisher,67.0,155.0,68.0,Southpaw,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,5.0,9.0,1976.0,17,9,8,0
972,Chris Fishgold,68.0,145.0,68.0,Orthodox,2.01,32.0,2.7,46.0,2.59,46.0,44.0,1.3,6.0,6.0,1992.0,4,1,3,0
975,Jimmy Flick,67.0,125.0,68.0,Orthodox,1.99,58.0,2.3,50.0,1.81,50.0,0.0,7.2,9.0,7.0,1990.0,1,1,0,0
977,Colin Fletcher,74.0,155.0,,Orthodox,3.1,34.0,2.97,62.0,0.0,0.0,27.0,0.0,1.0,8.0,1983.0,2,0,2,0
979,Rafael Fiziev,68.0,155.0,71.0,Switch,4.67,57.0,4.17,55.0,0.84,50.0,100.0,0.0,3.0,5.0,1993.0,4,3,1,0
981,Jon Fitch,72.0,170.0,74.0,Orthodox,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,2.0,24.0,1978.0,18,14,3,1
985,Kenny Florian,70.0,145.0,74.0,Southpaw,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,5.0,26.0,1976.0,17,12,5,0
986,Caros Fodor,69.0,155.0,74.0,Orthodox,2.76,54.0,2.83,54.0,2.1,25.0,50.0,0.0,1.0,7.0,1984.0,1,0,1,0
989,Rob Font,68.0,135.0,71.0,Orthodox,5.21,42.0,3.83,62.0,1.2,36.0,48.0,0.8,6.0,25.0,1987.0,11,8,3,0
990,Jesse Forbes,74.0,185.0,75.0,Southpaw,2.11,24.0,4.06,53.0,1.79,75.0,66.0,1.2,10.0,24.0,1984.0,3,0,3,0
994,Marcel Fortuna,73.0,205.0,74.0,Orthodox,3.83,46.0,4.52,64.0,0.45,8.0,75.0,0.5,10.0,22.0,1985.0,3,1,2,0
995,Jussier Formiga,65.0,125.0,67.0,Orthodox,1.42,39.0,2.34,64.0,1.82,35.0,87.0,0.6,4.0,14.0,1985.0,16,9,7,0
996,Renee Forte,67.0,155.0,71.0,Orthodox,2.08,32.0,2.12,63.0,2.32,58.0,66.0,0.0,3.0,27.0,1987.0,4,1,3,0
997,Brian Foster,69.0,170.0,71.0,Orthodox,3.3,39.0,1.63,65.0,3.67,60.0,37.0,1.8,4.0,3.0,1984.0,5,3,2,0
1002,Hermes Franca,66.0,155.0,71.0,Orthodox,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,8.0,26.0,1974.0,11,6,5,0
1003,Glaico Franca Moreira,72.0,155.0,77.0,Orthodox,2.35,42.0,3.46,47.0,2.68,42.0,76.0,0.3,2.0,28.0,1991.0,3,1,2,0
1004,Xavier Foupa-Pokam,73.0,185.0,,Open Stance,1.47,43.0,2.5,49.0,0.0,0.0,16.0,0.0,7.0,3.0,1982.0,2,0,2,0
1005,Rich Franklin,73.0,185.0,76.0,Southpaw,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,10.0,5.0,1974.0,20,14,6,0
1006,Zane Frazier,77.0,250.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1008,Justin Frazier,72.0,265.0,75.0,Southpaw,1.11,66.0,6.11,4.0,0.0,0.0,0.0,0.0,6.0,15.0,1989.0,1,0,1,0
1011,Ian Freeman,71.0,225.0,,Orthodox,2.54,48.0,3.11,44.0,1.44,40.0,80.0,0.7,11.0,10.0,1966.0,6,3,2,1
1013,Willamy Freire,68.0,155.0,,Unknown,1.53,37.0,0.93,62.0,0.5,100.0,73.0,0.0,7.0,28.0,1987.0,1,0,1,0
1021,Matt Frevola,69.0,155.0,71.0,Orthodox,2.73,37.0,3.44,58.0,2.59,37.0,40.0,1.1,6.0,11.0,1990.0,5,2,2,1
1022,Jinh Yu Frey,63.0,115.0,65.0,Southpaw,1.79,40.0,3.35,44.0,1.06,42.0,83.0,0.7,5.0,20.0,1985.0,3,1,2,0
1024,Sarah Frota,66.0,125.0,69.0,Southpaw,4.52,52.0,2.57,55.0,0.0,0.0,53.0,0.0,4.0,14.0,1987.0,2,0,2,0
1025,Don Frye,73.0,219.0,,Orthodox,2.87,64.0,3.57,37.0,0.91,57.0,45.0,0.7,11.0,23.0,1965.0,10,9,1,0
1026,Katsuhisa Fujii,72.0,205.0,,Orthodox,4.0,50.0,4.43,64.0,2.14,25.0,50.0,2.1,8.0,15.0,1972.0,2,1,1,0
1027,Tony Fryklund,72.0,185.0,,Orthodox,3.49,39.0,6.5,43.0,0.0,0.0,66.0,0.5,3.0,26.0,1971.0,4,2,2,0
1032,Riki Fukuda,72.0,185.0,73.0,Southpaw,4.24,43.0,3.71,64.0,2.17,43.0,70.0,0.0,1.0,6.0,1981.0,5,2,3,0
1033,Masio Fullen,70.0,145.0,70.0,Orthodox,2.46,32.0,3.5,54.0,0.47,33.0,69.0,0.0,10.0,6.0,1986.0,3,1,2,0
1034,Sam Fulton,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1036,Travis Fulton,72.0,240.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,1977.0,2,1,1,0
1037,Ricardo Funch,70.0,170.0,74.0,Southpaw,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,8.0,14.0,1980.0,4,0,4,0
1041,Justin Gaethje,71.0,155.0,70.0,Orthodox,7.46,59.0,7.99,55.0,0.0,0.0,69.0,0.0,11.0,14.0,1988.0,8,5,3,0
1043,Claudia Gadelha,64.0,115.0,63.0,Orthodox,3.31,41.0,4.57,57.0,3.03,42.0,58.0,0.7,12.0,7.0,1988.0,12,7,5,0
1044,Sheila Gaff,65.0,135.0,,Orthodox,1.6,50.0,2.89,28.0,0.0,0.0,20.0,0.0,12.0,29.0,1989.0,2,0,2,0
1046,Mitch Gagnon,65.0,135.0,65.0,Southpaw,2.76,46.0,2.21,61.0,1.16,25.0,65.0,1.9,10.0,10.0,1984.0,8,4,4,0
1049,Mickey Gall,74.0,170.0,74.0,Switch,2.55,46.0,3.65,42.0,1.15,26.0,40.0,2.1,1.0,22.0,1992.0,8,5,3,0
1050,Dave Galera,71.0,135.0,,Orthodox,1.67,69.0,0.53,33.0,0.0,0.0,14.0,2.0,1.0,12.0,1978.0,1,0,1,0
1052,Tom Gallicchio,70.0,170.0,,Southpaw,3.53,26.0,7.07,43.0,1.0,11.0,0.0,0.0,9.0,23.0,1986.0,1,0,1,0
1059,Joey Gambino,67.0,145.0,,Orthodox,2.47,35.0,2.53,51.0,0.0,0.0,42.0,0.8,10.0,26.0,1988.0,2,0,2,0
1060,Mateusz Gamrot,70.0,155.0,70.0,Southpaw,3.47,41.0,2.47,56.0,5.0,31.0,100.0,0.0,12.0,11.0,1990.0,1,0,1,0
1061,Shamil Gamzatov,74.0,205.0,76.0,Orthodox,4.27,46.0,2.13,58.0,0.0,0.0,50.0,0.0,8.0,9.0,1990.0,1,1,0,0
1062,Manvel Gamburyan,65.0,135.0,67.0,Orthodox,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,5.0,8.0,1981.0,15,6,8,1
1064,Eduardo Garagorri,69.0,145.0,70.0,Orthodox,3.42,51.0,2.36,58.0,0.48,100.0,61.0,0.0,5.0,28.0,1989.0,3,1,2,0
1065,Sean Gannon,75.0,265.0,,Southpaw,0.0,0.0,6.38,28.0,0.0,0.0,50.0,0.0,,,,1,0,1,0
1066,Ciryl Gane,76.0,245.0,81.0,Orthodox,5.04,55.0,1.85,69.0,1.13,26.0,100.0,0.5,4.0,12.0,1990.0,5,5,0,0
1067,Cody Garbrandt,68.0,135.0,65.0,Orthodox,3.35,37.0,3.33,65.0,0.84,33.0,100.0,0.0,7.0,7.0,1991.0,10,7,3,0
1068,Leonard Garcia,70.0,145.0,68.0,Orthodox,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,7.0,14.0,1979.0,9,2,7,0
1070,Edgar Garcia,70.0,170.0,71.0,Orthodox,3.16,29.0,4.23,60.0,2.21,57.0,50.0,0.6,2.0,22.0,1984.0,4,0,4,0
1072,Alex Garcia,69.0,170.0,72.0,Orthodox,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1,7.0,14.0,1987.0,10,5,5,0
1073,Steve Garcia,72.0,155.0,75.0,Southpaw,4.31,55.0,2.52,36.0,0.61,25.0,100.0,0.6,5.0,22.0,1992.0,1,0,1,0
1074,Elias Garcia,65.0,125.0,67.0,Southpaw,1.59,27.0,5.05,50.0,0.68,14.0,33.0,1.4,9.0,13.0,1992.0,2,0,2,0
1075,Rafa Garcia,67.0,155.0,70.0,Orthodox,3.47,23.0,6.6,54.0,0.0,0.0,100.0,0.0,8.0,5.0,1994.0,1,0,1,0
1078,Pablo Garza,73.0,145.0,73.0,Orthodox,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3,9.0,16.0,1983.0,6,3,3,0
1079,Brian Gassaway,73.0,170.0,,Orthodox,0.34,26.0,3.65,44.0,0.0,0.0,42.0,0.0,8.0,7.0,1972.0,1,0,1,0
1080,Azamat Gashimov,66.0,125.0,,Orthodox,1.24,21.0,4.75,53.0,1.69,25.0,0.0,0.0,4.0,7.0,1990.0,2,0,2,0
1081,Willie Gates,68.0,125.0,72.0,Orthodox,1.8,38.0,4.28,38.0,0.0,0.0,67.0,0.4,1.0,21.0,1987.0,4,1,3,0
1082,Kelvin Gastelum,69.0,185.0,71.0,Southpaw,3.64,43.0,2.92,59.0,1.22,39.0,64.0,0.1,10.0,24.0,1991.0,18,11,6,1
1083,Louis Gaudinot,63.0,125.0,63.0,Orthodox,2.34,37.0,6.42,48.0,0.57,40.0,31.0,1.1,8.0,28.0,1984.0,5,1,3,1
1087,Paul Georgieff,74.0,170.0,,Orthodox,2.55,40.0,2.34,35.0,0.0,0.0,0.0,0.0,9.0,22.0,1982.0,1,0,1,0
1088,Brian Geraghty,67.0,155.0,,Orthodox,0.47,25.0,9.77,36.0,0.0,0.0,50.0,0.0,11.0,4.0,1980.0,1,0,1,0
1090,Karine Gevorgyan,64.0,125.0,63.0,Unknown,1.2,20.0,1.8,76.0,0.0,0.0,0.0,0.0,3.0,9.0,1989.0,1,0,1,0
1091,Christos Giagos,70.0,155.0,71.0,Orthodox,2.88,41.0,2.59,51.0,3.11,39.0,50.0,0.3,1.0,23.0,1990.0,8,4,4,0
1092,Darrel Gholar,68.0,194.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1093,Joe Giannetti,72.0,155.0,74.0,Southpaw,1.93,38.0,2.8,40.0,1.0,16.0,0.0,0.0,7.0,5.0,1995.0,1,0,1,0
1094,Tiki Ghosn,70.0,170.0,,Orthodox,2.78,46.0,2.94,58.0,0.41,50.0,61.0,0.0,2.0,9.0,1977.0,4,0,4,0
1096,James Giboo,71.0,170.0,,Orthodox,1.2,27.0,7.08,39.0,0.0,0.0,0.0,0.0,1.0,6.0,1978.0,1,0,1,0
1097,Lance Gibson,69.0,185.0,,Orthodox,1.21,75.0,6.44,20.0,0.0,0.0,0.0,0.0,11.0,20.0,1970.0,2,1,1,0
1100,Cody Gibson,70.0,135.0,71.0,Orthodox,2.47,31.0,2.54,63.0,1.85,38.0,58.0,0.4,9.0,11.0,1987.0,4,1,3,0
1102,Thomas Gifford,73.0,155.0,75.0,Orthodox,3.97,37.0,6.45,37.0,0.5,33.0,33.0,0.0,7.0,26.0,1992.0,2,0,2,0
1104,Trevin Giles,72.0,185.0,74.0,Orthodox,3.26,56.0,1.88,62.0,1.37,80.0,79.0,0.3,8.0,6.0,1992.0,7,5,2,0
1105,Joey Gilbert,71.0,155.0,,Orthodox,0.61,42.0,4.44,31.0,0.0,0.0,0.0,0.0,6.0,5.0,1976.0,1,0,1,0
1106,Gregor Gillespie,67.0,155.0,71.0,Orthodox,3.58,49.0,2.14,60.0,7.02,47.0,0.0,0.9,11.0,13.0,1986.0,7,6,1,0
1108,Jason Gilliam,72.0,170.0,,Orthodox,0.79,33.0,3.14,42.0,0.0,0.0,0.0,0.0,,,,2,0,2,0
1111,Bob Gilstrap,75.0,200.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1117,Joseph Gigliotti,71.0,185.0,,Orthodox,1.04,39.0,2.92,45.0,1.56,100.0,50.0,0.8,8.0,13.0,1993.0,2,0,2,0
1120,Rick Glenn,72.0,145.0,70.0,Southpaw,4.31,42.0,4.29,53.0,0.67,13.0,66.0,0.3,4.0,12.0,1989.0,6,3,3,0
1122,Mark Godbeer,76.0,240.0,77.0,Orthodox,3.97,53.0,3.3,54.0,0.0,0.0,28.0,0.0,11.0,22.0,1983.0,4,2,2,0
1123,Jason Godsey,74.0,230.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,0,2,0
1125,Hannah Goldy,64.0,125.0,61.0,Orthodox,6.53,46.0,3.9,55.0,0.0,0.0,66.0,0.0,5.0,18.0,1992.0,1,0,1,0
1126,Allan Goes,72.0,205.0,,Orthodox,0.64,52.0,1.35,41.0,1.75,40.0,0.0,2.6,4.0,20.0,1971.0,1,0,1,0
1127,Marcelo Golm,75.0,249.0,75.0,Orthodox,4.27,58.0,4.3,45.0,0.45,50.0,87.0,0.5,9.0,15.0,1992.0,4,1,3,0
1132,Ulysses Gomez,66.0,125.0,,Orthodox,2.72,25.0,3.57,68.0,0.0,0.0,0.0,0.0,5.0,25.0,1983.0,2,0,2,0
1134,Joey Gomez,70.0,155.0,71.0,Orthodox,3.73,49.0,3.33,50.0,2.0,28.0,0.0,0.0,8.0,29.0,1989.0,2,0,2,0
1137,Akihiro Gono,67.0,170.0,68.0,Switch,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5,10.0,7.0,1974.0,3,1,2,0
1138,Takanori Gomi,67.0,155.0,70.0,Southpaw,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,9.0,22.0,1978.0,13,4,9,0
1139,Gabriel Gonzaga,74.0,242.0,76.0,Orthodox,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,5.0,18.0,1979.0,22,12,10,0
1144,Lewis Gonzalez,70.0,170.0,,Orthodox,1.4,37.0,1.87,41.0,2.0,33.0,62.0,0.0,9.0,19.0,1987.0,1,0,1,0
1146,Jason Gonzalez,74.0,155.0,74.0,Southpaw,3.06,39.0,3.13,58.0,0.0,0.0,30.0,1.0,2.0,28.0,1990.0,4,1,3,0
1148,Pearl Gonzalez,64.0,115.0,,Orthodox,2.23,37.0,4.07,57.0,1.04,11.0,0.0,0.5,8.0,12.0,1986.0,2,0,2,0
1150,Jared Gooden,72.0,170.0,77.0,Orthodox,6.67,47.0,11.2,49.0,1.0,100.0,100.0,0.0,12.0,5.0,1993.0,1,0,1,0
1151,Lyman Good,72.0,170.0,74.0,Orthodox,5.34,48.0,4.01,63.0,0.27,100.0,75.0,0.0,5.0,26.0,1985.0,6,3,3,0
1153,Gary Goodridge,75.0,249.0,,Orthodox,1.84,56.0,2.14,48.0,0.4,100.0,53.0,0.8,1.0,17.0,1966.0,8,4,4,0
1156,Eddie Gordon,72.0,185.0,76.0,Orthodox,2.03,32.0,2.57,60.0,1.93,83.0,63.0,0.0,7.0,22.0,1983.0,4,1,3,0
1157,Alex Gorgees,74.0,155.0,74.0,Switch,0.67,32.0,2.27,38.0,0.0,0.0,54.0,0.0,8.0,11.0,1995.0,1,0,1,0
1158,Malcolm Gordon,67.0,125.0,71.0,Switch,0.55,13.0,3.87,54.0,0.0,0.0,0.0,0.0,5.0,19.0,1990.0,2,0,2,0
1159,Jared Gordon,69.0,145.0,68.0,Orthodox,5.54,56.0,3.22,60.0,2.81,39.0,55.0,0.0,9.0,6.0,1988.0,8,5,3,0
1160,Tim Gorman,65.0,135.0,,Southpaw,2.73,31.0,5.57,46.0,1.0,9.0,33.0,0.0,4.0,29.0,1983.0,2,0,2,0
1161,Thibault Gouti,70.0,155.0,72.0,Orthodox,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3,2.0,27.0,1987.0,6,1,5,0
1162,Jonathan Goulet,72.0,170.0,73.0,Orthodox,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6,7.0,13.0,1979.0,9,4,5,0
1163,Chase Gormley,75.0,265.0,,Orthodox,3.6,42.0,6.03,44.0,3.12,42.0,0.0,1.0,,,,2,0,2,0
1165,Wilson Gouveia,73.0,185.0,76.0,Orthodox,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,10.0,3.0,1978.0,10,6,4,0
1170,Renzo Gracie,70.0,185.0,,Orthodox,1.71,41.0,1.67,55.0,1.13,20.0,40.0,0.8,3.0,11.0,1967.0,1,0,1,0
1171,Damian Grabowski,73.0,241.0,75.0,Orthodox,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0,5.0,12.0,1980.0,3,0,3,0
1173,Royce Gracie,73.0,175.0,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,12.0,12.0,1966.0,10,8,1,1
1180,Rolles Gracie,76.0,242.0,,Orthodox,2.3,32.0,3.38,55.0,2.3,10.0,0.0,0.0,7.0,14.0,1978.0,1,0,1,0
1181,Roger Gracie,76.0,185.0,79.0,Orthodox,1.78,35.0,1.79,61.0,1.87,53.0,60.0,1.9,9.0,26.0,1981.0,1,0,1,0
1183,Kron Gracie,69.0,145.0,70.0,Southpaw,5.15,41.0,8.13,53.0,0.88,25.0,0.0,0.9,7.0,11.0,1988.0,2,1,1,0
1184,Steven Graham,73.0,290.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,1,1,0
1185,Miranda Granger,67.0,125.0,68.0,Orthodox,2.91,48.0,2.64,59.0,0.0,0.0,40.0,0.0,4.0,13.0,1992.0,3,1,2,0
1188,Davey Grant,68.0,135.0,69.0,Orthodox,3.93,47.0,2.47,63.0,2.3,45.0,66.0,0.2,12.0,18.0,1985.0,7,4,3,0
