fighter_id,fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birth_month,birth_day,birth_year,bouts,wins,losses,draw_nc
1824,Hyun Gyu Lim,75.0,170.0,77.0,Orthodox,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,1.0,16.0,1985.0,7,3,4,0
1825,Juliana Lima,65.0,115.0,65.0,Orthodox,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,3.0,15.0,1982.0,7,3,4,0
1827,Dhiego Lima,74.0,170.0,75.0,Orthodox,3.14,38.0,3.93,59.0,1.38,42.0,73.0,0.7,1.0,31.0,1989.0,10,4,6,0
1829,Jess Liaudin,69.0,170.0,72.0,Orthodox,2.46,51.0,2.76,41.0,3.28,53.0,30.0,1.6,,,,5,2,3,0
1831,Jake Lindsey,71.0,155.0,,Switch,3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,6.0,21.0,1986.0,3,0,3,0
1832,Matt Lindland,72.0,185.0,74.0,Southpaw,2.62,50.0,1.56,52.0,3.01,48.0,60.0,1.3,5.0,17.0,1970.0,12,9,3,0
1833,John Lineker,63.0,135.0,67.0,Orthodox,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,6.0,12.0,1990.0,16,12,4,0
1834,Philipe Lins,74.0,240.0,78.0,Orthodox,2.66,40.0,3.68,49.0,0.0,0.0,0.0,0.0,8.0,17.0,1985.0,2,0,2,0
1835,Lucio Linhares,74.0,185.0,,Orthodox,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,12.0,8.0,1973.0,2,0,2,0
1837,Ariane Lipski,66.0,125.0,67.0,Orthodox,3.03,32.0,4.45,48.0,0.27,25.0,45.0,0.5,1.0,26.0,1994.0,5,2,3,0
1839,Abner Lloveras,71.0,155.0,,Unknown,6.27,49.0,6.87,43.0,2.0,20.0,0.0,0.0,9.0,4.0,1982.0,1,0,1,0
1841,Dean Lister,73.0,185.0,75.0,Orthodox,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,2.0,13.0,1976.0,6,4,2,0
1842,John Lober,71.0,199.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,1968.0,1,0,1,0
1843,Artem Lobov,69.0,145.0,65.0,Southpaw,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,8.0,11.0,1986.0,7,2,5,0
1847,David Loiseau,72.0,185.0,76.0,Orthodox,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,12.0,17.0,1979.0,9,4,5,0
1849,Hector Lombard,69.0,185.0,71.0,Southpaw,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,2.0,2.0,1978.0,12,3,8,1
1850,Austin Lingo,70.0,145.0,70.0,Orthodox,3.57,44.0,3.17,62.0,1.0,66.0,76.0,0.0,7.0,10.0,1994.0,2,1,1,0
1853,Loma Lookboonmee,61.0,115.0,61.0,Orthodox,5.16,55.0,3.09,59.0,0.67,25.0,72.0,0.0,1.0,18.0,1996.0,3,2,1,0
1856,Dileno Lopes,65.0,135.0,,Unknown,2.37,36.0,3.33,53.0,2.5,31.0,100.0,1.5,9.0,26.0,1984.0,2,0,2,0
1858,Steve Lopez,71.0,155.0,,Orthodox,1.39,24.0,2.69,62.0,0.0,0.0,37.0,0.0,7.0,30.0,1984.0,2,0,2,0
1859,Jorge Lopez,70.0,170.0,,Orthodox,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,11.0,21.0,1988.0,2,0,2,0
1861,Gustavo Lopez,65.0,135.0,67.0,Orthodox,2.24,41.0,4.65,51.0,1.07,50.0,27.0,0.5,6.0,27.0,1989.0,3,1,2,0
1862,Matthew Lopez,67.0,135.0,69.0,Southpaw,3.13,50.0,3.73,55.0,3.32,60.0,71.0,1.3,1.0,21.0,1987.0,6,2,4,0
1863,Nate Loughran,74.0,185.0,,Orthodox,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,7.0,28.0,1980.0,2,1,1,0
1864,Brendan Loughnane,70.0,145.0,70.0,Switch,6.23,63.0,6.7,53.0,1.5,30.0,92.0,0.0,12.0,5.0,1989.0,1,0,1,0
1865,Benito Lopez,70.0,135.0,73.0,Switch,4.49,44.0,4.8,58.0,0.0,0.0,78.0,0.3,4.0,6.0,1994.0,3,2,1,0
1867,Ian Loveland,68.0,145.0,,Orthodox,2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,9.0,7.0,1983.0,3,1,2,0
1868,Waylon Lowe,67.0,145.0,,Southpaw,1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,10.0,31.0,1980.0,4,2,2,0
1871,Matt Lucas,73.0,205.0,,Unknown,1.27,48.0,3.93,40.0,1.0,10.0,0.0,0.0,,,,1,0,1,0
1872,Robert Lucarelli,74.0,245.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1875,Duane Ludwig,70.0,170.0,70.0,Orthodox,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,8.0,4.0,1978.0,9,4,5,0
1877,Thaddeus Luster,75.0,210.0,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1878,Dalcha Lungiambula,68.0,185.0,76.0,Orthodox,1.85,50.0,2.27,43.0,2.07,50.0,75.0,0.0,7.0,31.0,1987.0,3,2,1,0
1879,Mike Lullo,68.0,145.0,,Orthodox,2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6,7.0,24.0,1979.0,2,0,2,0
1880,Travis Lutter,71.0,185.0,75.0,Orthodox,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,5.0,12.0,1973.0,6,2,4,0
1882,Vicente Luque,71.0,170.0,75.0,Orthodox,5.72,53.0,5.82,52.0,0.68,50.0,64.0,0.8,11.0,27.0,1991.0,15,12,3,0
1884,Stevie Lynch,70.0,170.0,,Orthodox,2.47,25.0,7.06,41.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1886,Chris Lytle,71.0,170.0,68.0,Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,8.0,18.0,1974.0,20,10,10,0
1887,Dong Hyun Ma,71.0,155.0,70.0,Orthodox,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,9.0,9.0,1988.0,8,3,5,0
1888,William Macario,71.0,170.0,75.0,Orthodox,4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,7.0,1.0,1991.0,4,1,3,0
1889,Jason MacDonald,75.0,185.0,80.0,Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,6.0,3.0,1975.0,14,6,8,0
1890,Rob MacDonald,75.0,205.0,78.0,Orthodox,1.8,50.0,2.04,46.0,7.19,80.0,80.0,5.4,9.0,5.0,1978.0,3,1,2,0
1891,Rory MacDonald,72.0,170.0,76.0,Orthodox,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,7.0,22.0,1989.0,13,9,4,0
1892,Ryan MacDonald,71.0,135.0,71.0,Switch,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,3.0,18.0,1993.0,2,0,2,0
1893,Veronica Macedo,64.0,125.0,64.0,Southpaw,3.13,39.0,5.06,43.0,0.57,18.0,46.0,0.6,10.0,30.0,1995.0,5,1,4,0
1895,War Machine,71.0,170.0,,Orthodox,2.32,60.0,3.17,43.0,1.16,50.0,40.0,0.0,11.0,30.0,1981.0,2,1,1,0
1896,Anthony Macias,69.0,185.0,,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,0,2,0
1897,Lyoto Machida,73.0,185.0,74.0,Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,5.0,30.0,1978.0,24,16,8,0
1898,Ryan Madigan,72.0,170.0,,Orthodox,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1900,Don Madge,72.0,155.0,72.0,Southpaw,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,11.0,12.0,1990.0,2,2,0,0
1902,Mark Madsen,68.0,155.0,72.0,Orthodox,2.28,42.0,2.53,46.0,8.33,64.0,0.0,0.0,9.0,23.0,1984.0,2,2,0,0
1903,Jon Madsen,72.0,240.0,72.0,Orthodox,2.46,41.0,1.18,81.0,1.32,71.0,70.0,0.0,2.0,12.0,1980.0,5,4,1,0
1906,Vinny Magalhaes,75.0,205.0,75.0,Orthodox,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,7.0,2.0,1984.0,5,1,4,0
1907,Bernardo Magalhaes,69.0,155.0,,Orthodox,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,4.0,8.0,1981.0,2,0,2,0
1909,Caio Magalhaes,73.0,185.0,73.0,Orthodox,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,12.0,14.0,1987.0,7,4,3,0
1911,Reza Madadi,71.0,155.0,73.0,Orthodox,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,6.0,20.0,1978.0,7,3,4,0
1912,Angela Magana,61.0,115.0,65.0,Orthodox,1.53,28.0,4.92,42.0,0.4,25.0,28.0,0.4,8.0,2.0,1983.0,3,0,3,0
1913,Neil Magny,75.0,170.0,80.0,Orthodox,3.67,47.0,2.05,56.0,2.46,45.0,57.0,0.3,8.0,3.0,1987.0,24,17,7,0
1914,Rashid Magomedov,69.0,155.0,70.0,Orthodox,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,11.0,29.0,1984.0,6,5,1,0
1915,Ruslan Magomedov,75.0,242.0,78.0,Orthodox,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,11.0,26.0,1986.0,3,3,0,0
1917,John Maguire,69.0,155.0,69.0,Southpaw,1.41,41.0,2.44,65.0,2.8,46.0,77.0,1.1,5.0,19.0,1983.0,5,2,3,0
1918,Zabit Magomedsharipov,73.0,145.0,73.0,Orthodox,4.89,48.0,3.0,64.0,5.22,56.0,77.0,0.8,3.0,1.0,1991.0,6,6,0,0
1920,Leonardo Mafra,70.0,155.0,70.0,Orthodox,4.55,48.0,4.38,43.0,2.12,83.0,69.0,0.4,4.0,25.0,1989.0,4,1,3,0
1922,Bill Mahood,75.0,200.0,,Orthodox,1.54,85.0,3.59,17.0,0.0,0.0,0.0,3.9,2.0,1.0,1967.0,1,0,1,0
1923,Levan Makashvili,68.0,145.0,68.0,Orthodox,2.87,54.0,2.07,61.0,3.67,42.0,85.0,0.0,1.0,7.0,1989.0,3,1,1,1
1924,Jennifer Maia,64.0,125.0,64.0,Orthodox,3.34,39.0,3.52,52.0,0.34,50.0,56.0,0.2,10.0,6.0,1988.0,6,3,3,0
1926,John Makdessi,68.0,155.0,68.0,Orthodox,5.36,51.0,3.76,70.0,0.0,0.0,88.0,0.0,5.0,3.0,1985.0,17,10,7,0
1927,Demian Maia,73.0,170.0,72.0,Southpaw,1.82,43.0,2.03,63.0,2.55,26.0,61.0,1.0,11.0,6.0,1977.0,32,22,10,0
1929,Islam Makhachev,70.0,155.0,70.0,Southpaw,2.0,56.0,0.77,70.0,3.46,68.0,93.0,1.0,10.0,27.0,1991.0,9,8,1,0
1931,Zach Makovsky,64.0,125.0,64.0,Southpaw,1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,4.0,19.0,1983.0,7,3,4,0
1933,Fabio Maldonado,73.0,205.0,75.0,Orthodox,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,3.0,17.0,1980.0,11,5,6,0
1934,Nazareno Malegarie,68.0,155.0,,Unknown,3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,5.0,16.0,1986.0,1,0,1,0
1936,Bea Malecki,69.0,135.0,74.0,Orthodox,6.78,46.0,6.14,62.0,0.0,0.0,78.0,1.4,8.0,23.0,1991.0,2,2,0,0
1937,Jacob Malkoun,69.0,185.0,73.0,Orthodox,0.0,0.0,23.33,36.0,0.0,0.0,0.0,0.0,8.0,26.0,1995.0,1,0,1,0
1938,Nate Maness,70.0,135.0,72.0,Orthodox,2.4,45.0,4.63,45.0,1.33,66.0,88.0,0.7,6.0,27.0,1991.0,2,2,0,0
1941,Troy Mandaloniz,69.0,170.0,,Orthodox,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,2.0,1.0,1980.0,2,1,1,0
1942,Jon Manley,73.0,170.0,,Orthodox,1.13,20.0,4.33,45.0,1.0,7.0,20.0,0.0,7.0,7.0,1986.0,1,0,1,0
1948,Cristiano Marcello,69.0,155.0,72.0,Orthodox,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,12.0,3.0,1977.0,4,1,3,0
1949,Jimi Manuwa,73.0,205.0,79.0,Orthodox,3.43,54.0,3.97,49.0,0.53,18.0,70.0,0.4,2.0,18.0,1980.0,12,6,6,0
1950,Jose Maria,65.0,125.0,,Orthodox,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,1.0,4.0,1982.0,2,0,2,0
1951,Enrique Marin,70.0,170.0,,Unknown,1.43,33.0,3.0,50.0,2.5,38.0,60.0,1.0,9.0,2.0,1986.0,2,0,2,0
1952,Marcos Mariano,73.0,155.0,76.0,Switch,0.25,27.0,2.11,43.0,0.0,0.0,28.0,0.0,10.0,12.0,1986.0,2,0,2,0
1953,Ronny Markes,73.0,185.0,75.0,Orthodox,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,4.0,21.0,1988.0,5,3,2,0
1954,Rory Markham,72.0,170.0,71.0,Orthodox,1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0,3.0,25.0,1982.0,3,1,2,0
1955,Christina Marks,67.0,125.0,69.0,Orthodox,5.0,58.0,3.0,64.0,7.5,100.0,0.0,0.0,11.0,8.0,1985.0,1,0,1,0
1956,Randa Markos,64.0,115.0,63.0,Orthodox,2.85,41.0,3.2,59.0,1.23,28.0,57.0,0.2,8.0,10.0,1985.0,16,6,9,1
1957,Nate Marquardt,72.0,185.0,74.0,Orthodox,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,4.0,20.0,1979.0,25,13,12,0
1958,Danilo Marques,78.0,205.0,77.0,Orthodox,1.81,88.0,1.41,50.0,4.83,34.0,0.0,1.2,12.0,26.0,1985.0,2,2,0,0
1959,Carmelo Marrero,72.0,205.0,73.0,Orthodox,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,1.0,26.0,1981.0,4,1,3,0
1960,Julian Marquez,74.0,185.0,72.0,Orthodox,3.5,40.0,2.98,52.0,0.0,0.0,53.0,3.4,5.0,8.0,1990.0,3,2,1,0
1963,John Marsh,72.0,265.0,,Orthodox,0.83,42.0,2.23,40.0,0.43,100.0,54.0,0.4,9.0,15.0,1970.0,1,0,1,0
1964,Eliot Marshall,74.0,205.0,77.0,Orthodox,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,7.0,7.0,1980.0,6,3,3,0
1966,Jack Marshman,72.0,185.0,73.0,Orthodox,2.74,25.0,4.19,56.0,0.0,0.0,20.0,0.0,12.0,19.0,1989.0,8,3,5,0
1968,Terry Martin,68.0,185.0,71.0,Orthodox,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,10.0,10.0,1980.0,6,2,4,0
1974,Mallory Martin,64.0,115.0,63.0,Orthodox,3.99,59.0,5.53,58.0,3.37,63.0,25.0,0.5,1.0,29.0,1994.0,3,1,2,0
1975,Rainy Martinez,72.0,199.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
1976,Anthony Rocco Martin,72.0,170.0,73.0,Orthodox,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,12.0,11.0,1989.0,15,9,6,0
1977,Danny Martinez,66.0,125.0,67.0,Orthodox,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,6.0,14.0,1985.0,4,1,3,0
1978,Henry Martinez,67.0,155.0,69.0,Southpaw,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,8.0,7.0,1983.0,3,1,2,0
1980,Jonathan Martinez,68.0,135.0,70.0,Southpaw,4.27,46.0,3.81,58.0,0.48,37.0,63.0,0.0,4.0,20.0,1994.0,7,4,3,0
1983,Roque Martinez,70.0,250.0,72.0,Orthodox,2.67,51.0,4.68,59.0,0.62,50.0,16.0,0.0,3.0,4.0,1986.0,2,0,2,0
1987,Adriano Martins,70.0,155.0,72.0,Southpaw,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,12.0,16.0,1982.0,7,4,3,0
1988,Lucas Martins,72.0,145.0,72.0,Southpaw,2.87,35.0,4.14,60.0,0.0,0.0,76.0,0.5,11.0,11.0,1988.0,7,4,3,0
1990,Mike Massenzio,74.0,185.0,73.0,Southpaw,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,11.0,1.0,1982.0,7,2,5,0
1993,Bristol Marunde,73.0,170.0,75.0,Orthodox,1.42,21.0,4.4,47.0,1.6,33.0,14.0,0.0,4.0,20.0,1982.0,2,0,2,0
1994,Jorge Masvidal,71.0,170.0,74.0,Orthodox,4.2,47.0,3.0,65.0,1.57,59.0,77.0,0.4,11.0,12.0,1984.0,19,12,7,0
1996,Tateki Matsuda,67.0,125.0,,Orthodox,3.2,34.0,3.43,69.0,0.0,0.0,16.0,0.0,2.0,27.0,1986.0,2,0,2,0
2001,Jake Matthews,71.0,170.0,73.0,Orthodox,3.03,44.0,2.16,61.0,1.93,41.0,66.0,0.6,8.0,19.0,1994.0,15,10,5,0
2004,John Matua,74.0,400.0,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,1,0
2005,Miranda Maverick,63.0,125.0,65.0,Southpaw,9.8,51.0,6.0,62.0,0.0,0.0,0.0,0.0,7.0,1.0,1997.0,1,1,0,0
2007,Vladimir Matyushenko,72.0,205.0,74.0,Orthodox,1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1,1.0,4.0,1971.0,12,7,5,0
2011,Jack May,80.0,255.0,,Switch,1.52,38.0,3.29,33.0,0.91,33.0,20.0,0.0,4.0,14.0,1981.0,2,0,2,0
2012,Don'Tale Mayes,78.0,260.0,81.0,Orthodox,4.13,45.0,4.46,43.0,0.23,20.0,59.0,0.0,1.0,16.0,1992.0,3,1,2,0
2014,Gina Mazany,66.0,125.0,68.0,Southpaw,3.45,47.0,3.07,51.0,4.41,63.0,33.0,0.3,8.0,19.0,1988.0,6,2,4,0
2015,Gray Maynard,69.0,155.0,70.0,Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,5.0,9.0,1979.0,20,11,7,2
2017,Sabina Mazo,67.0,135.0,70.0,Orthodox,6.56,44.0,3.91,60.0,0.81,80.0,66.0,0.2,3.0,25.0,1997.0,5,3,2,0
2018,Michael McBride,73.0,155.0,,Orthodox,4.08,48.0,5.85,40.0,1.85,42.0,30.0,1.2,3.0,9.0,1986.0,2,0,2,0
2020,Ian McCall,65.0,125.0,64.0,Orthodox,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,5.0,7.0,1984.0,6,2,3,1
2021,Molly McCann,64.0,125.0,62.0,Orthodox,5.15,50.0,4.28,65.0,1.64,29.0,28.0,0.7,5.0,4.0,1990.0,6,3,3,0
2022,Charles McCarthy,70.0,185.0,71.0,Orthodox,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,8.0,6.0,1980.0,3,1,2,0
2023,Sean McCorkle,79.0,265.0,81.0,Orthodox,0.85,44.0,2.48,52.0,2.12,40.0,33.0,4.2,7.0,17.0,1976.0,3,1,2,0
2024,Kris McCray,72.0,170.0,76.0,Orthodox,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,9.0,24.0,1981.0,3,0,3,0
2025,Tamdan McCrory,76.0,185.0,76.0,Switch,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,11.0,5.0,1986.0,9,4,5,0
2026,Justin McCully,73.0,225.0,73.0,Orthodox,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,2.0,18.0,1976.0,4,2,2,0
2027,Michael McDonald,69.0,135.0,70.0,Orthodox,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,1.0,15.0,1991.0,9,6,3,0
2029,Robert McDaniel,75.0,185.0,75.0,Southpaw,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,5.0,3.0,1983.0,3,1,2,0
2034,Drew McFedries,72.0,185.0,72.0,Southpaw,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,7.0,27.0,1978.0,9,4,5,0
2036,Gan McGee,82.0,265.0,,Orthodox,2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,11.0,20.0,1976.0,4,2,2,0
2037,Court McGee,71.0,170.0,75.0,Orthodox,4.9,36.0,3.94,61.0,1.6,21.0,63.0,0.4,12.0,12.0,1984.0,17,8,9,0
2038,Ryan McGillivray,71.0,170.0,,Unknown,1.27,20.0,2.2,52.0,0.0,0.0,44.0,0.0,9.0,27.0,1986.0,1,0,1,0
2040,Conor McGregor,69.0,155.0,74.0,Southpaw,5.32,49.0,4.54,54.0,0.7,55.0,67.0,0.0,7.0,14.0,1988.0,13,10,3,0
2044,Antonio McKee,68.0,155.0,,Southpaw,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,3.0,12.0,1970.0,1,0,1,0
2045,Rhys McKee,74.0,170.0,78.0,Orthodox,6.83,53.0,11.9,43.0,0.0,0.0,20.0,0.0,9.0,10.0,1995.0,2,0,2,0
2046,Tim McKenzie,72.0,185.0,74.0,Orthodox,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,7.0,21.0,1982.0,1,0,1,0
2048,Cory McKenna,63.0,115.0,58.0,Orthodox,3.47,44.0,3.03,45.0,0.5,50.0,71.0,0.0,11.0,7.0,1999.0,1,1,0,0
2049,Cody McKenzie,72.0,155.0,72.0,Switch,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,12.0,16.0,1987.0,7,3,4,0
2052,Garreth McLellan,73.0,185.0,72.0,Southpaw,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,9.0,1.0,1982.0,5,1,4,0
2053,Sara McMann,66.0,135.0,66.0,Orthodox,2.32,45.0,1.94,48.0,4.41,65.0,50.0,0.5,9.0,24.0,1980.0,12,6,6,0
2056,James McSweeney,76.0,230.0,77.0,Switch,3.94,55.0,4.33,42.0,0.52,33.0,100.0,1.1,10.0,24.0,1980.0,3,1,2,0
2057,Tim Means,74.0,170.0,75.0,Orthodox,5.16,48.0,3.58,61.0,0.92,41.0,64.0,0.2,2.0,20.0,1984.0,23,13,9,1
2059,Anistavio Medeiros,66.0,145.0,,Orthodox,3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,5.0,1.0,1988.0,1,0,1,0
2060,Yancy Medeiros,70.0,155.0,75.0,Orthodox,4.05,35.0,5.38,46.0,0.12,25.0,76.0,0.5,9.0,7.0,1987.0,14,6,7,1
2061,Uros Medic,73.0,155.0,71.0,Southpaw,19.91,77.0,0.52,86.0,0.0,0.0,100.0,0.0,4.0,25.0,1993.0,1,1,0,0
2063,Todd Medina,70.0,193.0,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,1,1,0
2064,Emil Meek,71.0,170.0,74.0,Switch,2.52,39.0,2.53,38.0,0.25,33.0,47.0,1.0,8.0,20.0,1988.0,4,1,3,0
2068,Gerald Meerschaert,73.0,185.0,77.0,Southpaw,3.3,42.0,3.61,51.0,2.33,43.0,46.0,1.7,12.0,18.0,1987.0,12,6,6,0
2070,Jordan Mein,72.0,170.0,73.0,Orthodox,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2,10.0,10.0,1989.0,9,5,4,0
2072,Brian Melancon,68.0,170.0,,Orthodox,4.18,49.0,3.64,64.0,2.02,100.0,66.0,0.0,5.0,28.0,1982.0,2,1,1,0
2073,Brandon Melendez,71.0,155.0,,Southpaw,0.84,26.0,0.56,63.0,0.0,0.0,25.0,0.0,3.0,24.0,1983.0,1,0,1,0
2075,Gilbert Melendez,69.0,145.0,73.0,Orthodox,3.44,33.0,2.53,63.0,1.64,41.0,71.0,0.2,4.0,12.0,1982.0,7,1,6,0
2076,Vanessa Melo,65.0,135.0,65.0,Orthodox,3.48,30.0,6.13,59.0,0.0,0.0,71.0,0.0,3.0,27.0,1988.0,4,1,3,0
2077,Marcelo Mello,67.0,170.0,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0
2078,Antonio Mendes,75.0,205.0,77.0,Southpaw,1.34,47.0,6.85,22.0,2.51,50.0,100.0,0.0,4.0,19.0,1981.0,2,0,2,0
2079,Augusto Mendes,66.0,135.0,65.0,Orthodox,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,3.0,3.0,1983.0,3,1,2,0
2080,Chad Mendes,66.0,145.0,66.0,Orthodox,2.78,49.0,2.35,67.0,4.13,55.0,100.0,0.3,5.0,1.0,1985.0,14,9,5,0
2081,Eddie Mendez,70.0,185.0,,Unknown,1.71,33.0,3.43,11.0,0.0,0.0,0.0,0.0,1.0,16.0,1984.0,1,0,1,0
2084,Alonzo Menifield,72.0,205.0,76.0,Orthodox,3.34,47.0,3.72,45.0,0.0,0.0,85.0,0.0,10.0,18.0,1987.0,4,2,2,0
2085,Ivan Menjivar,66.0,145.0,64.0,Orthodox,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,5.0,30.0,1982.0,9,4,5,0
2087,Dave Menne,70.0,170.0,,Orthodox,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,7.0,29.0,1974.0,6,2,4,0
2090,Joe Merritt,72.0,170.0,,Orthodox,1.53,58.0,0.73,66.0,0.0,0.0,68.0,0.0,3.0,7.0,1984.0,1,0,1,0
2091,Jonathan Meunier,75.0,170.0,,Switch,3.47,50.0,1.43,69.0,0.58,33.0,58.0,0.0,8.0,4.0,1987.0,2,1,1,0
2094,Yaotzin Meza,69.0,145.0,71.0,Orthodox,1.43,41.0,1.62,64.0,1.06,20.0,18.0,1.4,2.0,4.0,1981.0,7,2,4,1
2095,Guy Mezger,73.0,200.0,,Orthodox,2.3,32.0,1.36,72.0,0.39,50.0,88.0,0.0,1.0,1.0,1968.0,5,4,1,0
2096,David Michaud,69.0,155.0,,Orthodox,3.25,43.0,4.45,54.0,2.53,58.0,77.0,0.7,11.0,10.0,1988.0,3,1,2,0
2097,Andreas Michailidis,72.0,185.0,76.0,Orthodox,4.6,50.0,3.6,63.0,0.0,0.0,0.0,0.0,7.0,18.0,1988.0,1,0,1,0
2098,Kristof Midoux,73.0,220.0,,Orthodox,0.7,43.0,2.89,49.0,0.0,0.0,0.0,0.0,7.0,30.0,1974.0,1,0,1,0
2102,Bojan Mihajlovic,71.0,205.0,73.0,Orthodox,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,3.0,30.0,1980.0,3,0,3,0
2104,Billy Miles,70.0,170.0,,Orthodox,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,4.0,28.0,1978.0,1,0,1,0
2105,Phillip Miller,71.0,185.0,,Orthodox,1.61,54.0,1.93,50.0,3.62,25.0,100.0,0.6,2.0,20.0,1979.0,2,2,0,0
2106,Jason Miller,73.0,185.0,,Orthodox,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3,12.0,24.0,1980.0,3,0,3,0
2107,Dan Miller,73.0,185.0,74.0,Orthodox,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,6.0,30.0,1981.0,13,6,7,0
